,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,1,20,2,4,0,18,10
1,1,3,5,10,0,14,18,6
2,2,20,11,4,19,9,13,5
3,3,5,6,19,13,12,7,10
4,4,19,9,10,3,16,18,7
5,5,15,18,7,5,12,16,4
6,6,13,8,16,2,1,0,3
7,7,14,4,15,13,5,8,7
8,8,3,7,20,19,5,14,2
9,9,4,11,7,6,1,17,20
10,10,17,1,2,7,18,12,14
11,11,1,16,17,13,9,4,0
12,12,15,4,0,5,7,14,6
13,13,0,8,10,17,3,9,11
14,14,1,13,2,6,15,19,20
15,15,1,12,2,3,14,15,19
16,16,20,13,17,5,19,4,9
17,17,4,13,9,8,18,12,17
18,18,0,7,2,12,6,15,1
19,19,14,16,8,3,17,5,11
20,20,4,12,11,0,1,9,18
21,21,17,15,4,3,2,12,5
22,22,18,1,13,20,8,4,15
23,23,7,15,18,3,11,13,0
24,24,10,0,16,20,7,2,9
25,25,11,1,3,16,15,9,6
26,26,15,1,7,2,16,6,3
27,27,13,0,10,19,16,8,15
28,28,10,20,3,4,8,9,14
29,29,0,5,2,7,17,19,15
30,30,0,6,8,9,10,17,7
31,31,10,17,20,5,8,13,4
32,32,20,1,8,19,14,10,5
33,33,8,2,14,9,11,6,17
34,34,5,6,4,14,17,18,10
35,35,13,6,14,20,1,5,8
36,36,4,12,13,5,19,7,6
37,37,2,11,12,3,20,9,15
38,38,9,5,17,12,19,18,14
39,39,18,12,19,4,14,0,2
40,40,15,6,1,7,11,8,17
41,41,18,13,1,0,19,6,15
42,42,12,16,20,6,18,7,11
43,43,4,11,9,5,13,18,8
44,44,18,11,8,20,5,17,19
45,45,16,19,20,13,4,17,10
46,46,7,15,18,8,5,4,1
47,47,6,15,7,8,1,0,20
48,48,4,20,1,7,3,16,9
