,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,5,16,15,17,4,0,14
1,1,14,13,0,19,7,5,11
2,2,10,1,11,7,0,20,5
3,3,18,9,1,14,7,0,11
4,4,2,15,10,3,6,14,17
5,5,15,5,13,17,12,8,11
6,6,7,19,5,12,20,6,3
7,7,16,12,13,14,18,8,5
8,8,17,12,13,10,2,8,3
9,9,3,8,1,15,13,4,0
10,10,5,11,13,8,6,10,4
11,11,6,9,4,20,16,17,10
12,12,13,20,9,5,10,8,15
13,13,13,20,5,14,17,1,0
14,14,18,2,13,9,15,14,11
15,15,2,18,3,14,0,1,4
16,16,12,3,11,2,19,16,18
17,17,10,8,17,0,19,1,4
18,18,20,0,9,6,13,10,4
19,19,3,8,11,9,5,2,7
20,20,6,4,0,1,17,15,11
21,21,15,3,20,19,2,9,12
22,22,18,3,5,7,1,2,16
23,23,8,15,6,20,17,19,12
24,24,2,10,13,15,6,18,3
25,25,5,16,7,6,1,18,13
26,26,5,9,15,19,2,3,4
27,27,20,0,16,3,7,13,6
28,28,7,9,17,20,8,3,1
29,29,11,12,18,7,6,5,10
30,30,9,2,13,0,1,3,5
31,31,6,10,9,16,12,17,7
32,32,7,13,11,15,12,10,20
33,33,0,10,13,17,8,20,18
34,34,12,19,14,6,16,9,15
35,35,1,0,5,6,11,12,16
36,36,8,16,6,5,7,12,1
37,37,9,1,0,12,6,7,5
38,38,15,20,1,0,9,13,19
39,39,7,4,11,10,3,2,6
40,40,11,19,9,14,0,3,18
41,41,9,0,16,4,15,18,12
42,42,13,3,7,8,4,1,16
43,43,6,8,12,4,7,1,2
44,44,1,9,14,6,17,15,18
45,45,13,3,20,0,17,16,5
46,46,16,17,20,11,7,6,18
47,47,0,3,12,16,9,5,10
48,48,2,7,11,14,4,3,18
