,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,0,16,5,10,17,6,11
1,1,1,10,0,2,3,15,13
2,2,5,3,10,2,11,12,6
3,3,1,16,9,18,12,2,7
4,4,3,4,19,2,11,0,8
5,5,3,6,8,9,10,4,5
6,6,9,0,11,1,13,6,17
7,7,3,14,4,8,10,12,17
8,8,3,11,18,7,10,8,1
9,9,7,15,16,8,2,12,1
10,10,0,5,2,4,17,14,18
11,11,13,4,14,3,11,2,19
12,12,20,0,5,9,16,18,7
13,13,18,6,0,10,20,5,2
14,14,10,16,6,5,3,18,2
15,15,9,10,18,2,13,3,7
16,16,19,7,3,0,4,1,12
17,17,0,5,6,10,12,1,16
18,18,6,11,4,8,0,15,5
19,19,10,20,19,9,18,4,3
20,20,15,10,8,13,16,4,20
21,21,2,17,1,16,3,15,19
22,22,8,18,3,16,0,14,10
23,23,6,0,1,14,2,8,19
24,24,16,1,18,19,3,7,13
25,25,11,8,5,12,19,0,20
26,26,16,1,9,2,3,8,15
27,27,3,10,2,20,19,1,7
28,28,18,20,2,1,7,13,12
29,29,8,3,14,16,20,1,4
30,30,13,11,4,5,12,3,17
31,31,19,18,15,10,3,11,6
32,32,7,18,17,8,13,0,15
33,33,7,12,17,6,14,2,0
34,34,5,15,11,14,19,16,12
35,35,16,0,7,19,3,11,5
36,36,3,6,20,0,15,14,16
37,37,3,6,19,17,14,16,12
38,38,2,1,17,3,16,0,12
39,39,2,10,12,1,17,6,4
40,40,10,17,0,13,15,11,3
41,41,10,14,11,19,8,0,15
42,42,17,8,13,10,5,19,7
43,43,3,12,9,0,17,15,10
44,44,5,11,1,0,6,4,19
45,45,7,3,6,0,16,9,8
46,46,10,6,2,20,0,4,14
47,47,13,9,15,19,16,11,10
48,48,11,2,3,17,15,7,4
