,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,18,2,3,6,11,9,0
1,1,14,17,9,16,7,13,19
2,2,17,6,2,9,3,13,1
3,3,0,15,8,18,1,2,4
4,4,2,15,1,16,10,7,4
5,5,10,18,4,19,5,13,8
6,6,3,14,18,0,17,8,2
7,7,17,0,5,14,8,18,4
8,8,9,4,15,2,14,7,18
9,9,12,20,5,16,19,7,17
10,10,12,5,20,4,10,7,3
11,11,8,7,6,5,2,9,11
12,12,16,8,13,9,11,7,0
13,13,9,20,14,10,16,8,4
14,14,15,0,16,2,18,9,12
15,15,1,17,20,2,0,14,19
16,16,1,0,6,15,18,11,7
17,17,20,10,0,16,4,14,17
18,18,18,16,7,14,19,20,4
19,19,14,16,10,9,0,11,3
20,20,5,14,10,11,15,0,16
21,21,17,6,13,10,8,0,11
22,22,13,10,0,18,16,2,6
23,23,17,12,0,11,13,5,7
24,24,16,19,13,10,2,6,14
25,25,6,9,10,8,14,18,1
26,26,12,4,18,13,14,16,10
27,27,7,4,16,11,2,17,19
28,28,16,17,18,11,13,9,12
29,29,6,11,14,9,20,2,0
30,30,18,9,16,12,6,7,13
31,31,9,18,14,0,5,2,8
32,32,11,18,16,15,8,6,14
33,33,18,5,13,10,17,20,7
34,34,6,1,0,3,12,13,16
35,35,11,19,13,12,9,2,14
36,36,10,19,14,0,16,3,17
37,37,13,4,16,20,11,15,3
38,38,7,20,18,17,1,9,4
39,39,5,10,14,1,20,11,6
40,40,16,1,10,2,7,3,12
41,41,7,18,4,13,5,20,12
42,42,4,18,7,12,14,11,5
43,43,1,17,9,7,20,14,19
44,44,11,9,17,15,19,7,0
45,45,14,6,3,1,12,0,16
46,46,1,20,9,13,10,4,2
47,47,16,5,17,20,0,7,15
48,48,0,18,19,12,13,15,17
