,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,5,16,8,20,10,4,12
1,1,7,9,15,4,14,16,11
2,2,3,8,1,17,9,2,14
3,3,3,1,19,2,18,6,17
4,4,4,0,17,8,14,6,16
5,5,4,20,0,13,16,14,17
6,6,9,16,19,12,0,14,5
7,7,20,14,5,7,0,10,8
8,8,18,10,6,3,5,0,8
9,9,18,15,10,8,4,1,6
10,10,0,18,12,20,2,1,11
11,11,12,5,16,0,2,18,3
12,12,14,5,0,18,11,10,12
13,13,8,6,9,3,16,12,14
14,14,13,3,11,9,12,10,6
15,15,2,17,19,15,9,10,8
16,16,3,8,15,14,1,20,19
17,17,20,19,12,15,1,0,8
18,18,9,14,18,13,1,12,3
19,19,13,18,1,2,7,3,11
20,20,6,13,17,15,10,16,5
21,21,5,2,12,13,18,4,15
22,22,19,7,20,9,13,15,11
23,23,1,5,7,11,17,13,19
24,24,9,20,14,5,11,16,18
25,25,13,11,0,9,2,14,1
26,26,9,4,0,16,6,1,11
27,27,11,0,18,1,5,15,13
28,28,13,2,7,4,11,18,6
29,29,3,8,10,20,7,16,14
30,30,2,19,8,20,17,18,11
31,31,5,20,10,11,9,2,0
32,32,5,13,16,2,10,12,19
33,33,10,5,17,19,8,20,16
34,34,16,7,8,20,11,1,9
35,35,9,18,20,16,4,14,17
36,36,12,16,15,9,13,18,0
37,37,16,12,18,6,3,5,2
38,38,5,6,13,12,17,18,11
39,39,15,1,19,0,20,4,14
40,40,0,20,11,9,6,13,1
41,41,13,0,18,10,7,19,17
42,42,16,2,12,10,19,0,4
43,43,3,19,7,0,14,13,4
44,44,9,8,18,10,20,0,17
45,45,6,2,18,12,4,17,11
46,46,6,0,8,20,14,15,9
47,47,17,0,7,11,15,19,18
48,48,13,16,1,15,4,11,7
