,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,2,10,12,5,7,15,13
1,1,6,4,3,5,9,10,11
2,2,0,2,11,7,8,6,9
3,3,2,1,0,5,3,4,19
4,4,1,2,0,4,6,10,15
5,5,1,3,2,4,9,5,8
6,6,10,8,6,11,16,5,2
7,7,0,3,16,6,7,11,12
8,8,7,9,8,10,15,5,0
9,9,1,18,15,12,20,9,6
10,10,3,12,8,13,6,18,19
11,11,2,19,1,17,14,20,13
12,12,2,18,0,11,3,4,1
13,13,0,16,15,7,5,9,19
14,14,10,11,7,15,20,9,6
15,15,1,20,8,0,9,17,19
16,16,9,20,12,13,18,15,17
17,17,8,9,14,11,2,5,16
18,18,4,0,16,3,11,10,15
19,19,0,10,12,20,4,18,7
20,20,15,6,19,4,12,17,16
21,21,17,19,7,16,9,5,15
22,22,17,15,6,3,8,19,10
23,23,0,8,1,14,4,20,10
24,24,1,2,9,0,16,3,8
25,25,3,0,11,2,9,6,1
26,26,0,1,4,15,8,2,7
27,27,0,1,11,7,19,6,14
28,28,2,10,16,5,3,7,6
29,29,1,15,9,16,2,12,0
30,30,10,18,7,5,12,8,19
31,31,1,4,17,2,10,6,9
32,32,1,7,4,3,18,6,16
33,33,3,1,5,17,11,13,9
34,34,2,0,5,4,7,15,1
35,35,19,18,20,3,0,1,2
36,36,14,6,18,2,0,11,3
37,37,8,17,7,14,13,19,5
38,38,4,3,10,13,18,6,12
39,39,3,1,5,9,18,2,19
40,40,3,19,10,15,2,6,5
41,41,14,20,0,17,9,8,15
42,42,18,5,9,3,11,15,0
43,43,13,3,4,9,5,15,16
44,44,2,4,0,7,19,5,9
45,45,4,5,2,13,7,3,1
46,46,3,13,20,4,15,14,6
47,47,17,0,9,8,18,6,2
48,48,18,3,2,9,20,6,16
