,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,1,4,11,18,14,16,6
1,1,11,14,7,1,13,10,15
2,2,11,19,1,8,0,15,4
3,3,12,16,8,15,11,5,3
4,4,7,12,8,3,16,19,20
5,5,0,4,20,6,12,17,9
6,6,10,2,0,19,4,17,11
7,7,0,10,11,2,6,3,15
8,8,18,13,8,3,9,20,6
9,9,1,14,18,11,2,4,0
10,10,4,5,15,16,12,19,14
11,11,3,18,10,2,1,13,5
12,12,8,13,17,15,20,2,5
13,13,20,14,15,7,1,6,8
14,14,19,9,15,8,4,20,13
15,15,7,19,3,16,13,15,0
16,16,5,2,16,10,11,20,8
17,17,14,8,3,18,5,7,9
18,18,4,9,8,2,16,15,20
19,19,7,12,18,8,0,16,3
20,20,3,7,13,8,0,20,6
21,21,13,0,17,19,12,11,5
22,22,17,0,9,11,20,1,2
23,23,10,3,14,1,15,9,18
24,24,7,2,5,10,16,14,18
25,25,1,16,0,18,2,9,17
26,26,4,0,17,9,15,11,1
27,27,6,14,13,15,0,16,9
28,28,4,13,10,3,11,9,2
29,29,12,4,15,17,6,20,9
30,30,16,9,11,3,18,7,4
31,31,1,9,6,3,17,20,4
32,32,6,0,4,20,13,11,17
33,33,13,5,7,0,4,1,10
34,34,2,18,0,6,7,20,9
35,35,18,10,6,8,14,7,1
36,36,13,2,20,7,0,11,6
37,37,11,7,18,6,1,12,5
38,38,20,1,3,16,19,5,9
39,39,0,13,12,11,3,16,4
40,40,17,0,13,12,19,15,1
41,41,19,20,6,7,12,17,1
42,42,4,8,9,15,16,10,17
43,43,4,6,18,20,16,7,10
44,44,4,8,1,9,14,12,6
45,45,3,17,1,9,19,5,20
46,46,19,6,10,13,2,3,5
47,47,4,13,11,9,17,3,0
48,48,20,1,14,19,10,11,4
