,round,tube0,tube1,tube2
0,0,2,0,4
1,1,7,0,2
2,2,7,9,6
3,3,5,2,8
4,4,0,1,7
5,5,2,6,8
6,6,4,5,9
7,7,1,8,6
8,8,7,2,6
9,9,9,4,7
10,10,3,5,1
11,11,5,1,6
12,12,8,7,4
13,13,4,0,1
14,14,5,6,9
15,15,6,9,3
16,16,5,3,7
17,17,8,4,7
18,18,6,4,2
19,19,7,5,3
20,20,8,6,0
21,21,9,3,6
22,22,9,6,2
23,23,0,4,1
