,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,18,3,15,4,20,19,1
1,1,5,3,11,1,6,20,9
2,2,8,14,20,15,5,19,17
3,3,11,13,4,8,6,14,17
4,4,1,16,17,6,13,10,14
5,5,6,19,15,11,18,0,4
6,6,14,16,3,6,1,9,0
7,7,1,6,16,12,10,11,19
8,8,6,8,13,9,15,18,3
9,9,10,14,18,11,4,7,0
10,10,6,9,17,2,4,13,10
11,11,16,2,9,8,14,17,18
12,12,17,8,4,3,5,16,18
13,13,6,1,18,0,5,12,16
14,14,17,14,13,0,16,15,12
15,15,16,15,9,13,5,10,8
16,16,8,11,16,1,5,9,4
17,17,11,6,4,14,16,1,7
18,18,7,15,8,18,20,3,0
19,19,14,8,9,20,16,3,4
20,20,12,16,2,18,20,9,5
21,21,13,12,20,1,5,4,14
22,22,15,12,13,3,0,7,1
23,23,20,15,6,12,18,9,16
24,24,3,13,15,1,16,14,20
25,25,5,16,6,1,15,2,0
26,26,1,5,9,16,8,4,14
27,27,17,1,3,0,11,20,7
28,28,10,6,3,13,8,9,15
29,29,6,7,9,11,10,17,14
30,30,5,17,6,9,20,19,16
31,31,15,13,1,12,18,19,16
32,32,9,4,14,5,0,6,2
33,33,18,9,4,15,3,16,20
34,34,16,5,15,7,4,17,8
35,35,20,5,10,14,17,2,19
36,36,14,18,2,9,1,6,8
37,37,3,1,16,0,14,8,18
38,38,3,12,13,1,9,14,17
39,39,3,2,4,20,17,8,1
40,40,20,12,11,8,0,6,16
41,41,18,16,17,10,1,12,8
42,42,0,8,14,6,17,11,2
43,43,3,20,13,4,5,2,10
44,44,4,18,3,0,15,20,17
45,45,19,9,18,14,10,13,12
46,46,0,12,10,19,8,6,2
47,47,13,11,6,2,3,7,10
48,48,4,12,14,1,20,2,16
