,round,tube,sp,st,final_pop
0,0,0,0,"(0.0, 0.0, 0.0, 0.054433612887203116, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.07098281781122052, 0.0)",1
1,0,0,0,"(0.0, 0.0, 0.0, 0.13972423533798137, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.07098281781122052, 0.0)",3
2,0,0,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.07098281781122052, 0.0)",194
3,0,0,0,"(0.0, 0.0, 0.0, 0.04615956632795926, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.11632131283671028, 0.0)",3
4,0,0,1,"(0.013659389974042684, 0.0, 0.0, 0.09007764845750801, 0.2667732097353895, 0.0, 0.0, 0.0, 0.23820562439213905, 0.0)",1
5,0,0,1,"(0.01423507054326358, 0.0, 0.0, 0.0926470392821561, 0.2667732097353895, 0.0, 0.0, 0.0, 0.24253084167451877, 0.0)",1
6,0,0,1,"(0.014989679231790889, 0.0, 0.0, 0.0413017369927721, 0.2667732097353895, 0.0, 0.0, 0.0, 0.24253084167451877, 0.0)",1
7,0,0,1,"(0.012984482272302877, 0.0, 0.0, 0.08216409086084474, 0.24333648379239808, 0.0, 0.0, 0.0, 0.6615149430744542, 0.0)",1
8,0,0,1,"(0.014734989825674885, 0.0, 0.0, 0.09007764845750801, 0.2667732097353895, 0.0, 0.0, 0.0, 0.24253084167451877, 0.0)",2
9,0,0,1,"(0.01423507054326358, 0.0, 0.0, 0.09007764845750801, 0.2667732097353895, 0.0, 0.0, 0.0, 0.24253084167451877, 0.0)",333
10,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.1640106010697726, 0.0, 0.0, 0.05924345412590238, 0.0, 0.1842944379780426)",262
11,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.1640106010697726, 0.0, 0.0, 0.04600491506348816, 0.0, 0.1842944379780426)",3
