,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,2,7,1,16,14,15,0
1,1,19,6,5,11,10,18,8
2,2,9,10,6,20,15,13,1
3,3,17,12,7,0,13,15,19
4,4,7,4,19,8,18,5,17
5,5,0,6,9,16,17,13,3
6,6,8,15,2,12,7,17,5
7,7,7,4,12,11,2,17,5
8,8,14,20,12,5,11,16,1
9,9,7,5,1,0,10,8,13
10,10,7,15,0,12,16,6,3
11,11,20,1,7,19,0,12,6
12,12,1,9,8,13,0,15,3
13,13,0,13,2,15,20,14,6
14,14,13,12,16,10,19,11,7
15,15,12,4,11,5,10,8,17
16,16,12,8,11,20,1,6,10
17,17,2,10,13,1,8,12,7
18,18,12,4,15,19,10,9,20
19,19,8,20,17,7,14,2,11
20,20,3,4,7,15,12,13,16
21,21,6,10,19,15,2,4,20
22,22,12,17,16,3,5,20,11
23,23,10,3,4,1,14,17,13
24,24,2,9,13,15,20,1,5
25,25,7,0,4,15,19,11,2
26,26,19,18,11,1,12,13,6
27,27,8,12,20,0,3,1,2
28,28,19,20,2,16,15,13,12
29,29,12,17,5,10,19,3,8
30,30,17,15,1,12,4,19,13
31,31,5,12,13,9,17,19,6
32,32,6,9,19,0,17,18,13
33,33,14,20,11,3,1,19,12
34,34,10,14,4,1,6,2,11
35,35,0,16,6,7,12,9,20
36,36,20,9,3,8,19,7,12
37,37,15,12,9,3,0,4,2
38,38,6,2,19,12,17,13,9
39,39,9,5,4,19,6,17,11
40,40,0,8,5,15,13,16,12
41,41,10,0,5,13,2,15,7
42,42,1,13,14,20,7,6,3
43,43,5,11,2,9,10,20,8
44,44,7,4,12,5,18,9,1
45,45,16,10,6,17,13,14,7
46,46,10,9,3,11,1,14,15
47,47,14,3,11,0,2,15,16
48,48,11,17,10,2,1,12,13
