,round,tube,sp,st,final_pop
0,0,0,11,"(0.048475969636067456, 0.08801189165047799, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.05608155318378513, 0.0, 0.015255537908109261)",46
1,0,0,11,"(0.03200995986496706, 0.04877010126847807, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.05114780186200728, 0.0, 0.011918998563436901)",343
2,0,0,11,"(0.03200995986496706, 0.09268612971930451, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.05114780186200728, 0.0, 0.011918998563436901)",126
3,0,0,11,"(0.03200995986496706, 0.04877010126847807, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.04634124477978536, 0.0, 0.011918998563436901)",10
4,0,0,11,"(0.048475969636067456, 0.08801189165047799, 0.0, 0.0, 0.0, 0.017255232193190393, 0.0, 0.05608155318378513, 0.0, 0.015971373459774497)",28
5,0,0,11,"(0.048475969636067456, 0.05543536381041314, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.05608155318378513, 0.0, 0.015255537908109261)",26
6,0,0,11,"(0.048475969636067456, 0.08801189165047799, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.029874971954784512, 0.0, 0.015255537908109261)",39
7,0,1,11,"(0.048475969636067456, 0.08801189165047799, 0.0, 0.0, 0.0, 0.017255232193190393, 0.0, 0.05608155318378513, 0.0, 0.015971373459774497)",53
8,0,1,11,"(0.03200995986496706, 0.04877010126847807, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.05114780186200728, 0.0, 0.011918998563436901)",303
9,0,1,11,"(0.03200995986496706, 0.09268612971930451, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.05114780186200728, 0.0, 0.011918998563436901)",126
10,0,1,11,"(0.048475969636067456, 0.08801189165047799, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.029874971954784512, 0.0, 0.015255537908109261)",34
11,0,1,11,"(0.03200995986496706, 0.04877010126847807, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.04634124477978536, 0.0, 0.011918998563436901)",5
12,0,1,11,"(0.048475969636067456, 0.05543536381041314, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.05608155318378513, 0.0, 0.015255537908109261)",3
13,0,1,11,"(0.048475969636067456, 0.08801189165047799, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.05608155318378513, 0.0, 0.015255537908109261)",23
14,0,2,11,"(0.03200995986496706, 0.04877010126847807, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.05114780186200728, 0.0, 0.011918998563436901)",335
15,0,2,11,"(0.048475969636067456, 0.08801189165047799, 0.0, 0.0, 0.0, 0.017255232193190393, 0.0, 0.05608155318378513, 0.0, 0.015971373459774497)",117
16,0,2,11,"(0.03200995986496706, 0.09268612971930451, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.05114780186200728, 0.0, 0.011918998563436901)",97
17,0,2,11,"(0.048475969636067456, 0.08801189165047799, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.05608155318378513, 0.0, 0.015255537908109261)",21
18,0,2,11,"(0.048475969636067456, 0.08801189165047799, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.029874971954784512, 0.0, 0.015255537908109261)",16
19,0,2,11,"(0.048475969636067456, 0.05543536381041314, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.05608155318378513, 0.0, 0.015255537908109261)",6
20,0,2,11,"(0.03200995986496706, 0.04877010126847807, 0.0, 0.0, 0.0, 0.02460978155997295, 0.0, 0.04634124477978536, 0.0, 0.011918998563436901)",1
