,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,1,20,2,4,0,18,10
1,1,0,14,5,17,2,1,6
2,2,2,6,3,4,13,1,11
3,3,13,9,20,0,7,3,10
4,4,1,6,3,9,5,15,20
5,5,16,5,1,14,9,3,15
6,6,11,12,15,7,6,20,18
7,7,10,0,8,7,17,19,5
8,8,7,5,19,13,3,0,6
9,9,13,3,19,5,11,1,2
10,10,16,8,18,1,6,0,5
11,11,10,20,7,6,2,3,19
12,12,3,15,8,6,12,5,19
13,13,2,17,13,20,3,7,15
14,14,0,17,16,5,18,3,20
15,15,10,0,12,2,20,11,3
16,16,6,4,9,11,8,1,10
17,17,13,4,12,19,5,17,16
18,18,18,0,4,12,5,10,7
19,19,5,2,12,0,11,16,4
20,20,4,9,12,10,16,7,6
21,21,19,14,10,17,1,8,15
22,22,10,15,20,12,7,18,11
23,23,1,19,6,11,17,4,16
24,24,8,7,5,13,17,20,14
25,25,9,14,7,15,4,0,11
26,26,2,4,11,12,5,7,8
27,27,3,10,17,6,14,7,13
28,28,8,5,2,7,4,20,6
29,29,8,7,15,17,0,4,12
30,30,0,2,5,12,3,11,13
31,31,5,13,2,16,8,14,11
32,32,5,19,20,9,13,4,2
33,33,13,2,6,1,16,5,14
34,34,16,20,18,0,13,17,3
35,35,19,0,10,11,7,4,15
36,36,14,3,19,6,9,5,17
37,37,20,9,2,5,4,3,14
38,38,7,11,17,1,12,2,16
39,39,6,17,11,20,4,1,16
40,40,20,13,6,4,7,0,14
41,41,8,3,12,5,18,17,15
42,42,3,15,7,1,17,18,19
43,43,9,15,0,11,18,20,10
44,44,14,12,1,7,13,19,17
45,45,12,16,17,18,19,8,2
46,46,11,13,15,8,3,2,9
47,47,20,3,17,6,10,2,16
48,48,7,18,2,3,17,16,8
