,round,tube0,tube1,tube2
0,0,8,4,0
1,1,6,9,2
2,2,6,1,8
3,3,8,6,3
4,4,2,5,4
5,5,9,1,2
6,6,6,0,7
7,7,9,6,7
8,8,3,1,6
9,9,5,3,6
10,10,9,3,7
11,11,4,8,9
12,12,0,8,7
13,13,2,4,3
14,14,6,8,1
15,15,3,9,7
16,16,2,4,5
17,17,6,0,5
18,18,4,2,9
19,19,9,1,8
20,20,4,6,7
21,21,9,0,2
22,22,9,5,6
23,23,4,5,3
