,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,19,13,15,17,7,20,12
1,1,8,4,9,1,7,11,3
2,2,17,20,9,0,18,7,6
3,3,1,9,18,14,15,2,13
4,4,0,10,4,19,18,16,3
5,5,13,17,5,20,11,18,8
6,6,20,16,3,13,6,4,11
7,7,2,5,11,15,18,4,9
8,8,19,16,15,9,20,11,8
9,9,6,16,9,5,13,14,4
10,10,19,6,3,8,14,11,15
11,11,17,4,20,5,6,15,19
12,12,3,16,4,12,7,14,1
13,13,14,17,7,4,6,2,12
14,14,9,5,0,20,12,7,16
15,15,12,1,18,3,0,6,10
16,16,17,4,19,13,15,6,20
17,17,12,19,18,10,17,13,4
18,18,19,20,3,0,13,1,2
19,19,17,10,1,13,6,7,15
20,20,9,4,3,7,17,0,2
21,21,5,1,9,17,6,8,2
22,22,13,6,16,15,2,9,14
23,23,20,14,11,7,15,19,0
24,24,13,4,15,0,10,6,3
25,25,9,6,15,3,10,16,5
26,26,3,14,11,1,7,17,12
27,27,18,20,12,15,5,17,13
28,28,9,11,1,4,14,0,10
29,29,18,2,9,1,5,19,0
30,30,18,1,19,15,20,8,11
31,31,10,17,12,0,16,20,4
32,32,18,11,10,1,3,5,17
33,33,3,17,5,7,11,2,12
34,34,6,15,0,11,2,9,10
35,35,12,0,2,5,17,9,11
36,36,18,20,6,16,13,4,5
37,37,18,5,20,14,7,16,8
38,38,18,10,6,4,3,5,17
39,39,12,4,11,19,8,5,14
40,40,3,17,15,18,6,8,14
41,41,12,9,20,19,16,5,18
42,42,10,9,13,7,8,17,19
43,43,4,14,3,11,5,19,6
44,44,19,7,17,14,11,12,15
45,45,9,14,15,11,18,16,13
46,46,6,19,16,4,1,14,17
47,47,15,6,8,11,9,7,14
48,48,1,11,15,17,12,19,9
