,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,20,17,4,13,15,7,12
1,1,7,2,10,1,16,0,18
2,2,5,4,3,0,19,2,1
3,3,6,16,9,0,4,5,7
4,4,15,1,9,20,2,10,4
5,5,15,3,5,0,9,6,17
6,6,7,0,1,3,19,17,5
7,7,15,0,12,20,9,4,16
8,8,15,16,10,6,4,8,0
9,9,18,6,8,2,16,3,1
10,10,10,9,13,18,19,20,12
11,11,0,17,15,2,20,12,16
12,12,16,18,14,3,0,5,1
13,13,11,12,15,19,20,6,0
14,14,1,2,20,14,4,9,12
15,15,19,3,18,5,16,20,1
16,16,18,3,4,17,10,5,9
17,17,5,13,18,16,20,2,10
18,18,7,11,0,10,8,16,2
19,19,15,7,12,1,13,0,2
20,20,8,6,4,7,3,10,5
21,21,12,11,5,8,2,7,1
22,22,1,17,15,16,19,2,9
23,23,11,8,10,7,4,13,9
24,24,7,6,0,2,10,12,8
25,25,7,12,2,4,18,1,3
26,26,7,10,11,20,3,4,18
27,27,1,4,9,15,6,12,10
28,28,0,12,16,15,20,11,14
29,29,0,5,1,8,6,3,20
30,30,12,4,15,18,3,5,1
31,31,3,17,5,7,14,12,13
32,32,10,2,14,19,13,20,8
33,33,6,14,7,12,11,13,5
34,34,5,0,15,11,9,17,6
35,35,15,3,5,16,7,6,18
36,36,9,19,20,5,15,16,10
37,37,11,7,6,4,5,1,19
38,38,12,18,10,5,20,11,0
39,39,12,13,4,14,16,0,17
40,40,6,2,5,8,4,3,16
41,41,1,10,6,11,2,8,18
42,42,19,9,6,10,0,20,11
43,43,1,8,2,12,19,18,15
44,44,20,2,4,18,16,0,1
45,45,4,10,15,16,7,13,2
46,46,9,1,17,13,3,0,10
47,47,0,20,7,1,15,17,4
48,48,1,14,4,0,9,3,15
