,round,tube0,tube1,tube2
0,0,7,0,4
1,1,4,9,5
2,2,0,1,4
3,3,2,7,8
4,4,2,6,5
5,5,4,2,0
6,6,9,3,2
7,7,6,1,7
8,8,7,9,0
9,9,2,7,8
10,10,0,2,9
11,11,4,0,9
12,12,5,0,6
13,13,4,3,8
14,14,6,0,1
15,15,3,8,5
16,16,2,7,1
17,17,5,9,4
18,18,2,0,3
19,19,8,6,7
20,20,8,0,6
21,21,9,7,8
22,22,5,8,2
23,23,1,7,8
