,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,7,9,14,11,6,13,17
1,1,15,11,5,16,19,18,4
2,2,4,6,8,5,20,0,10
3,3,8,11,1,4,2,9,5
4,4,8,11,7,4,19,16,12
5,5,10,12,17,1,11,20,16
6,6,17,16,18,3,9,8,19
7,7,12,14,6,11,4,7,3
8,8,9,1,8,14,5,4,6
9,9,18,7,6,17,13,8,14
10,10,13,8,12,5,9,10,19
11,11,4,3,20,17,8,18,19
12,12,11,8,10,19,14,17,9
13,13,12,8,11,6,17,16,2
14,14,9,3,5,14,8,13,20
15,15,18,12,7,0,2,10,15
16,16,3,20,8,0,17,11,10
17,17,9,13,5,2,12,16,6
18,18,16,13,20,12,5,18,1
19,19,9,8,15,2,18,20,3
20,20,18,6,20,9,10,3,1
21,21,5,0,4,10,15,11,7
22,22,0,16,18,2,7,12,10
23,23,19,10,2,6,5,13,18
24,24,17,12,18,19,6,16,9
25,25,16,1,19,11,0,7,6
26,26,7,11,2,3,19,10,4
27,27,15,19,0,18,2,4,3
28,28,14,2,6,10,8,13,18
29,29,2,3,7,18,16,20,0
30,30,2,16,20,0,1,19,8
31,31,8,9,15,19,13,11,16
32,32,13,20,16,2,18,9,0
33,33,9,15,12,11,18,4,1
34,34,7,12,13,14,20,16,18
35,35,16,7,20,14,5,11,9
36,36,14,2,17,10,16,3,15
37,37,8,4,2,12,20,11,0
38,38,4,13,6,17,9,3,15
39,39,6,7,8,9,1,4,10
40,40,11,15,6,20,2,9,19
41,41,8,10,3,5,16,17,2
42,42,18,6,12,10,2,9,4
43,43,13,6,17,8,11,20,7
44,44,19,10,13,17,15,5,3
45,45,15,9,6,11,16,14,12
46,46,19,17,10,14,11,9,6
47,47,12,15,1,18,3,19,7
48,48,12,3,6,11,0,2,4
