,round,tube0,tube1,tube2
0,0,2,4,8
1,1,7,4,2
2,2,0,8,9
3,3,2,5,1
4,4,5,2,6
5,5,4,8,0
6,6,9,0,8
7,7,3,7,8
8,8,3,2,8
9,9,7,2,5
10,10,6,8,9
11,11,2,0,5
12,12,7,4,8
13,13,8,7,1
14,14,2,8,1
15,15,6,1,5
16,16,1,7,3
17,17,1,3,4
18,18,5,7,0
19,19,2,6,9
20,20,0,9,8
21,21,0,6,3
22,22,9,5,8
23,23,6,7,0
