,round,tube,sp,st,final_pop
0,0,0,8,"(0.07956723893795846, 0.0, 0.09886232529533268, 0.045990437289900446, 0.09173902283359818, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",1
1,0,0,8,"(0.09369258606422372, 0.0, 0.08808533632778749, 0.09247639241939104, 0.09173902283359818, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",1
2,0,0,8,"(0.21516732450845322, 0.0, 0.09886232529533268, 0.09247639241939104, 0.09173902283359818, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",7
3,0,0,8,"(0.09369258606422372, 0.0, 0.09886232529533268, 0.09247639241939104, 0.09173902283359818, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",328
4,0,0,8,"(0.09369258606422372, 0.0, 0.09886232529533268, 0.09247639241939104, 0.09173902283359818, 0.0, 0.04227274117401167, 0.0, 0.0, 0.0)",1
5,0,0,11,"(0.08999520672670236, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",1
6,0,0,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.032394949966505056, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",3
7,0,0,11,"(0.0757911202197174, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",3
8,0,0,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.050853016233382925, 0.0, 0.01812760691895582)",2
9,0,0,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",531
10,0,0,11,"(0.09033430006888621, 0.1367033069252447, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",1
11,0,0,11,"(0.09033430006888621, 0.0724941843211435, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",1
12,0,0,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.029040593409348267)",1
13,0,0,13,"(0.0, 0.0, 0.11679612853536596, 0.06920069129515957, 0.09172770611919409, 0.07328315680159524, 0.0, 0.0, 0.14899621190854193, 0.0)",1
14,0,0,13,"(0.0, 0.0, 0.11679612853536596, 0.06920069129515957, 0.09172770611919409, 0.07489992963210028, 0.0, 0.0, 0.14899621190854193, 0.0)",145
15,0,1,8,"(0.09369258606422372, 0.0, 0.09886232529533268, 0.09247639241939104, 0.11019402847498201, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",2
16,0,1,8,"(0.09369258606422372, 0.0, 0.09550691818218555, 0.09247639241939104, 0.09173902283359818, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",1
17,0,1,8,"(0.09369258606422372, 0.0, 0.04682810359013815, 0.09247639241939104, 0.09173902283359818, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",22
18,0,1,8,"(0.09369258606422372, 0.0, 0.06471874711143931, 0.09247639241939104, 0.09173902283359818, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",1
19,0,1,8,"(0.09369258606422372, 0.0, 0.09886232529533268, 0.09247639241939104, 0.09173902283359818, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",333
20,0,1,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",456
21,0,1,11,"(0.09033430006888621, 0.11040817778258782, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",16
22,0,1,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.018373400216902164)",1
23,0,1,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04152925103898448, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",5
24,0,1,11,"(0.09033430006888621, 0.2544818932976283, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.04879846064675563, 0.0, 0.01812760691895582)",1
25,0,1,13,"(0.0, 0.0, 0.11679612853536596, 0.06920069129515957, 0.09172770611919409, 0.07489992963210028, 0.0, 0.0, 0.14899621190854193, 0.0)",168
26,0,2,8,"(0.06556710729526778, 0.0, 0.09886232529533268, 0.09247639241939104, 0.09173902283359818, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",3
27,0,2,8,"(0.09369258606422372, 0.0, 0.09886232529533268, 0.09247639241939104, 0.09173902283359818, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",330
28,0,2,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.05496295345384281, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",1
29,0,2,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.03680589130882615, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",2
30,0,2,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.09148558336335012, 0.0, 0.01812760691895582)",1
31,0,2,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",461
32,0,2,11,"(0.10353959467555873, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.11098301207412264, 0.0, 0.02081760610929909)",3
33,0,2,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.0431057225680206, 0.0, 0.01485549535766785)",7
34,0,2,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.05240977490189912, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",1
35,0,2,11,"(0.09033430006888621, 0.13525157193416842, 0.0, 0.0, 0.0, 0.018888822789502786, 0.0, 0.05720064381688769, 0.0, 0.01812760691895582)",2
36,0,2,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04547850101433382, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",1
37,0,2,11,"(0.12554691934001522, 0.14970886995698662, 0.0, 0.0, 0.0, 0.10020492842063639, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",3
38,0,2,13,"(0.0, 0.0, 0.11679612853536596, 0.06920069129515957, 0.10904862085640077, 0.07489992963210028, 0.0, 0.0, 0.14899621190854193, 0.0)",1
39,0,2,13,"(0.0, 0.0, 0.11679612853536596, 0.06920069129515957, 0.09172770611919409, 0.07489992963210028, 0.0, 0.0, 0.11623112250310019, 0.0)",5
40,0,2,13,"(0.0, 0.0, 0.11679612853536596, 0.06920069129515957, 0.09172770611919409, 0.07489992963210028, 0.0, 0.0, 0.14899621190854193, 0.0)",174
41,0,2,13,"(0.0, 0.0, 0.18839892466520355, 0.06920069129515957, 0.09172770611919409, 0.18125482669530332, 0.0, 0.0, 0.14899621190854193, 0.0)",2
42,0,2,13,"(0.0, 0.0, 0.11638394058036854, 0.06920069129515957, 0.09172770611919409, 0.07489992963210028, 0.0, 0.0, 0.14899621190854193, 0.0)",1
43,0,3,8,"(0.09369258606422372, 0.0, 0.09886232529533268, 0.09247639241939104, 0.07198108269601652, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",2
44,0,3,8,"(0.09369258606422372, 0.0, 0.09886232529533268, 0.19382458702636818, 0.09173902283359818, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",1
45,0,3,8,"(0.09369258606422372, 0.0, 0.09886232529533268, 0.09247639241939104, 0.09173902283359818, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",268
46,0,3,11,"(0.09033430006888621, 0.11856796012428383, 0.0, 0.0, 0.0, 0.04251228999486005, 0.0, 0.08279881135943302, 0.0, 0.018355522687382757)",1
47,0,3,11,"(0.08564737614104115, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",1
48,0,3,11,"(0.09033430006888621, 0.17265614722106953, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",1
49,0,3,11,"(0.09033430006888621, 0.22652489268457843, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",1
50,0,3,11,"(0.09033430006888621, 0.30698447576292187, 0.0, 0.0, 0.0, 0.06579419272320872, 0.0, 0.08279881135943302, 0.0, 0.006830783039422891)",1
51,0,3,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",541
52,0,3,11,"(0.13752174847746432, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",1
53,0,3,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.045105357664800214, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",1
54,0,3,13,"(0.0, 0.0, 0.11679612853536596, 0.06920069129515957, 0.09172770611919409, 0.07489992963210028, 0.0, 0.0, 0.14899621190854193, 0.0)",149
55,0,3,13,"(0.0, 0.0, 0.11679612853536596, 0.06920069129515957, 0.09172770611919409, 0.0704713072298814, 0.0, 0.0, 0.14899621190854193, 0.0)",2
56,0,4,8,"(0.09369258606422372, 0.0, 0.1711479125149132, 0.062550141535497, 0.09173902283359818, 0.0, 0.028892856470719125, 0.0, 0.0, 0.0)",1
57,0,4,8,"(0.09369258606422372, 0.0, 0.09886232529533268, 0.16031626566597737, 0.09173902283359818, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",1
58,0,4,8,"(0.09369258606422372, 0.0, 0.10356261400531011, 0.09247639241939104, 0.09173902283359818, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",1
59,0,4,8,"(0.09369258606422372, 0.0, 0.09886232529533268, 0.09247639241939104, 0.09173902283359818, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",349
60,0,4,11,"(0.09033430006888621, 0.09332403016208844, 0.0, 0.0, 0.0, 0.052363685327175315, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",3
61,0,4,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.02828424920574876)",1
62,0,4,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.09807467325440301, 0.0, 0.0566339800510168, 0.0, 0.01812760691895582)",3
63,0,4,11,"(0.10890077971406716, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",4
64,0,4,11,"(0.09216050142957807, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",2
65,0,4,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.015009166485322968)",2
66,0,4,11,"(0.09033430006888621, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",436
67,0,4,13,"(0.0, 0.0, 0.11679612853536596, 0.06920069129515957, 0.09172770611919409, 0.09455385988039863, 0.0, 0.0, 0.14899621190854193, 0.0)",1
68,0,4,13,"(0.0, 0.0, 0.1894140312931004, 0.06920069129515957, 0.09172770611919409, 0.07489992963210028, 0.0, 0.0, 0.14899621190854193, 0.0)",1
69,0,4,13,"(0.0, 0.0, 0.11679612853536596, 0.06920069129515957, 0.09172770611919409, 0.07489992963210028, 0.0, 0.0, 0.14899621190854193, 0.0)",149
70,0,4,13,"(0.0, 0.0, 0.11679612853536596, 0.06920069129515957, 0.09172770611919409, 0.07489992963210028, 0.0, 0.0, 0.16468357297291178, 0.0)",1
71,0,5,8,"(0.12645351018173254, 0.0, 0.09886232529533268, 0.09247639241939104, 0.13663469338264383, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",3
72,0,5,8,"(0.09369258606422372, 0.0, 0.09886232529533268, 0.09247639241939104, 0.09173902283359818, 0.0, 0.028624918864351683, 0.0, 0.0, 0.0)",365
