,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,10,17,19,20,15,4,1
1,1,3,1,12,6,20,18,2
2,2,13,4,6,15,5,14,19
3,3,16,19,20,0,9,8,17
4,4,9,4,12,18,7,0,11
5,5,14,10,2,6,20,4,1
6,6,12,19,14,10,0,5,18
7,7,9,12,19,20,7,8,10
8,8,16,19,13,6,14,7,1
9,9,16,10,0,13,7,5,8
10,10,19,9,16,14,17,6,11
11,11,19,4,10,14,15,16,5
12,12,20,7,11,14,19,10,1
13,13,7,3,4,14,13,9,5
14,14,10,2,4,8,5,11,20
15,15,17,13,15,6,18,16,8
16,16,7,5,15,3,2,17,4
17,17,4,1,11,17,7,16,14
18,18,11,3,19,2,13,1,20
19,19,10,0,19,3,15,1,6
20,20,4,20,1,18,5,9,16
21,21,5,0,2,9,8,13,19
22,22,12,13,14,7,5,18,2
23,23,4,16,1,11,20,3,19
24,24,6,9,12,15,4,16,10
25,25,16,19,3,4,5,11,1
26,26,5,10,13,11,0,17,3
27,27,6,16,9,7,20,12,5
28,28,15,7,2,17,20,6,10
29,29,6,7,11,19,10,2,9
30,30,6,2,19,17,12,18,7
31,31,20,14,5,10,3,12,6
32,32,9,11,20,7,8,19,16
33,33,1,3,4,10,15,7,17
34,34,12,4,20,3,6,1,15
35,35,10,5,14,17,12,6,0
36,36,7,14,12,18,19,3,11
37,37,15,0,11,2,18,4,7
38,38,14,4,20,1,10,17,11
39,39,12,8,4,15,16,13,18
40,40,18,20,12,8,11,2,6
41,41,15,17,20,14,2,11,4
42,42,0,17,1,3,12,13,4
43,43,18,15,11,14,3,5,2
44,44,4,1,8,11,14,0,13
45,45,5,19,0,20,17,2,13
46,46,11,7,8,4,18,10,14
47,47,2,18,3,10,5,8,6
48,48,13,7,20,19,10,17,12
