,round,tube0,tube1,tube2
0,0,8,1,4
1,1,6,5,7
2,2,7,3,5
3,3,0,7,8
4,4,4,5,9
5,5,8,2,9
6,6,0,9,7
7,7,8,9,1
8,8,0,2,5
9,9,7,3,1
10,10,5,2,3
11,11,1,9,8
12,12,8,9,0
13,13,6,1,7
14,14,1,6,4
15,15,9,2,8
16,16,3,5,4
17,17,0,9,7
18,18,0,5,3
19,19,2,8,1
20,20,7,3,9
21,21,0,2,9
22,22,2,9,7
23,23,0,4,5
