,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,9,10,20,6,14,7
1,1,16,14,5,4,11,15,13
2,2,19,3,2,17,16,15,7
3,3,19,4,18,11,3,17,14
4,4,13,0,3,2,18,20,4
5,5,11,14,16,13,8,10,18
6,6,7,12,8,20,16,5,10
7,7,5,15,18,13,8,19,17
8,8,6,2,19,17,16,20,15
9,9,1,0,18,10,12,11,16
10,10,9,10,16,15,12,8,2
11,11,10,13,12,5,15,20,4
12,12,10,0,1,18,16,20,19
13,13,2,15,18,10,7,0,6
14,14,3,15,4,17,6,12,16
15,15,18,6,7,17,3,1,14
16,16,3,7,17,14,4,13,18
17,17,1,19,20,5,7,15,12
18,18,7,13,4,20,12,15,19
19,19,20,16,14,9,17,13,15
20,20,3,5,20,1,15,2,18
21,21,4,18,20,3,13,11,0
22,22,3,18,17,8,16,11,1
23,23,19,6,15,3,5,20,2
24,24,8,20,19,11,5,15,3
25,25,6,20,12,11,19,2,17
26,26,7,4,16,10,12,3,11
27,27,1,2,10,17,9,14,19
28,28,1,7,11,15,4,6,10
29,29,0,15,6,14,2,19,13
30,30,5,0,18,17,2,16,14
31,31,0,7,19,4,20,1,5
32,32,2,7,13,15,5,14,11
33,33,14,9,15,2,0,16,12
34,34,12,11,1,19,3,8,4
35,35,18,2,16,3,10,17,19
36,36,14,8,16,2,17,13,5
37,37,17,3,19,20,5,8,0
38,38,10,6,16,13,0,18,5
39,39,15,2,13,7,0,4,12
40,40,19,9,11,3,14,16,5
41,41,11,6,17,3,15,14,0
42,42,2,13,8,18,16,9,10
43,43,3,15,18,13,0,19,20
44,44,11,2,12,20,17,19,13
45,45,9,7,13,2,18,10,20
46,46,9,3,2,13,17,7,11
47,47,13,18,11,14,7,10,6
48,48,20,5,6,7,17,0,8
