,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,11,9,16,8,2,14
1,1,2,1,0,10,16,14,5
2,2,15,1,18,3,0,2,5
3,3,7,5,0,17,3,2,1
4,4,5,4,10,9,3,19,1
5,5,3,15,0,2,1,7,10
6,6,16,13,12,4,8,3,15
7,7,0,1,2,3,4,7,5
8,8,17,5,1,7,8,2,3
9,9,2,1,0,19,9,16,14
10,10,2,7,8,5,0,3,6
11,11,12,0,18,3,13,15,7
12,12,3,20,0,13,10,5,9
13,13,4,0,19,5,13,2,20
14,14,19,0,15,18,20,3,9
15,15,7,4,17,9,5,0,8
16,16,16,10,9,3,18,15,12
17,17,10,0,9,11,6,8,12
18,18,0,2,3,1,10,9,20
19,19,14,11,17,10,7,2,13
20,20,19,11,8,6,18,20,16
21,21,4,10,13,9,7,3,11
22,22,9,18,4,16,17,0,11
23,23,19,6,7,18,16,17,3
24,24,2,8,0,16,9,1,5
25,25,0,4,2,10,8,6,18
26,26,8,5,7,12,19,3,16
27,27,17,6,7,0,4,8,5
28,28,2,9,10,13,16,8,1
29,29,2,6,12,19,3,11,4
30,30,14,3,13,4,6,12,1
31,31,14,17,13,7,10,6,9
32,32,18,3,9,14,4,10,16
33,33,0,14,15,16,8,12,5
34,34,18,16,7,6,5,0,3
35,35,5,17,1,3,15,18,10
36,36,0,1,14,10,17,15,9
37,37,2,13,5,0,19,1,18
38,38,0,19,1,17,18,15,12
39,39,2,6,19,1,5,15,0
40,40,17,5,9,11,13,7,0
41,41,3,11,6,8,9,7,12
42,42,3,2,4,18,7,1,17
43,43,3,14,18,17,19,16,6
44,44,13,15,3,9,14,16,1
45,45,12,2,3,18,19,7,10
46,46,9,3,19,13,7,2,20
47,47,13,1,12,18,4,14,2
48,48,2,17,7,5,10,16,6
