,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,1,11,16,4,5,15,20
1,1,19,7,11,16,5,10,4
2,2,11,9,16,10,15,3,5
3,3,20,16,14,1,0,15,3
4,4,19,3,18,20,8,5,6
5,5,13,14,8,9,18,11,3
6,6,8,12,20,7,13,14,15
7,7,20,1,4,9,16,3,17
8,8,10,11,12,0,7,5,14
9,9,7,4,10,14,17,13,20
10,10,5,1,20,15,11,0,7
11,11,4,7,10,5,17,13,20
12,12,12,0,4,2,20,3,14
13,13,11,18,0,20,14,2,5
14,14,17,9,2,6,20,13,19
15,15,10,7,2,14,6,4,9
16,16,20,5,15,19,12,4,3
17,17,18,5,10,17,16,12,2
18,18,10,16,18,19,6,2,4
19,19,17,0,18,16,9,12,19
20,20,1,16,18,19,2,17,15
21,21,6,14,12,4,19,11,18
22,22,10,5,16,14,13,7,1
23,23,17,10,3,14,15,1,7
24,24,15,9,5,2,16,4,8
25,25,16,8,4,19,18,10,15
26,26,7,6,0,11,20,12,10
27,27,5,14,17,6,4,3,18
28,28,2,4,11,19,1,15,17
29,29,17,18,10,7,15,20,19
30,30,9,5,12,14,10,15,11
31,31,20,8,0,15,9,5,13
32,32,7,11,0,6,14,18,17
33,33,12,1,8,17,18,9,14
34,34,2,19,18,8,10,6,5
35,35,4,17,0,12,13,2,14
36,36,8,6,5,14,4,10,18
37,37,19,14,12,17,6,18,20
38,38,6,19,7,0,3,1,20
39,39,1,9,12,5,16,7,3
40,40,9,10,12,19,6,13,1
41,41,8,16,18,1,20,10,13
42,42,8,0,4,9,6,16,14
43,43,7,20,10,2,12,4,5
44,44,0,15,5,3,4,12,17
45,45,4,0,15,6,11,5,9
46,46,17,11,9,3,0,10,20
47,47,7,13,4,17,14,3,12
48,48,8,20,12,13,4,1,16
