,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,15,3,19,9,6,7
1,1,3,10,13,18,7,16,4
2,2,13,0,18,8,10,1,9
3,3,2,5,9,20,16,3,13
4,4,19,1,10,14,8,16,12
5,5,13,2,6,8,11,5,17
6,6,4,7,0,2,1,9,8
7,7,5,14,8,12,0,20,2
8,8,4,19,2,9,0,20,6
9,9,9,19,11,16,20,10,1
10,10,5,10,19,14,4,15,9
11,11,12,10,15,18,16,14,17
12,12,10,2,18,0,14,11,15
13,13,9,1,6,15,10,14,18
14,14,4,17,1,18,6,10,16
15,15,15,5,18,9,14,4,16
16,16,18,7,8,19,17,1,10
17,17,14,10,12,19,1,16,6
18,18,13,1,12,3,18,4,5
19,19,10,5,1,19,13,6,11
20,20,0,3,4,10,6,2,14
21,21,18,0,15,1,5,12,4
22,22,13,11,6,5,2,3,14
23,23,18,13,8,14,6,19,20
24,24,9,10,3,11,0,13,5
25,25,6,3,7,1,20,4,9
26,26,14,20,18,12,19,5,15
27,27,10,13,18,11,17,1,15
28,28,15,12,17,1,0,13,9
29,29,4,2,9,12,18,16,19
30,30,12,19,20,14,7,17,1
31,31,2,13,0,11,3,15,1
32,32,1,7,9,8,5,0,10
33,33,3,9,17,0,19,10,14
34,34,1,13,18,9,0,3,6
35,35,7,4,16,5,6,9,15
36,36,20,3,15,12,5,4,0
37,37,11,10,7,19,1,20,2
38,38,9,8,16,20,0,19,1
39,39,19,20,2,3,6,5,7
40,40,14,7,8,3,12,10,13
41,41,7,11,19,2,13,14,4
42,42,20,4,11,5,19,12,7
43,43,13,0,4,16,12,5,1
44,44,4,2,3,11,13,12,0
45,45,7,15,11,6,1,19,13
46,46,12,19,9,17,16,11,8
47,47,14,6,9,13,17,10,18
48,48,15,6,8,18,16,4,14
