,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,7,17,5,11,1,13,8
1,1,1,18,16,2,4,20,6
2,2,2,4,14,13,15,1,16
3,3,6,0,9,20,15,11,10
4,4,7,11,13,4,3,20,1
5,5,0,8,11,16,13,9,2
6,6,7,5,4,13,9,0,20
7,7,19,1,10,8,4,2,12
8,8,6,19,2,16,4,1,7
9,9,20,17,13,18,11,2,10
10,10,17,4,18,12,13,3,20
11,11,5,7,8,3,12,0,11
12,12,19,18,9,11,0,16,4
13,13,7,19,13,16,11,1,9
14,14,0,12,2,17,18,20,7
15,15,7,19,2,8,17,20,13
16,16,0,12,3,9,7,5,15
17,17,17,1,19,5,7,12,15
18,18,11,15,10,1,7,4,9
19,19,11,1,10,13,17,19,18
20,20,18,8,17,3,10,1,12
21,21,11,1,0,18,5,14,7
22,22,14,12,10,11,9,13,0
23,23,0,9,8,1,2,4,18
24,24,15,4,7,17,2,13,20
25,25,6,16,11,3,2,9,15
26,26,8,12,11,6,5,20,13
27,27,12,2,11,17,9,3,6
28,28,4,8,3,17,15,9,10
29,29,19,2,6,16,13,11,1
30,30,16,18,13,4,2,10,0
31,31,4,14,16,12,11,3,15
32,32,9,12,1,0,10,20,15
33,33,12,1,15,7,6,18,0
34,34,9,0,11,6,4,12,5
35,35,6,12,9,3,5,4,11
36,36,14,2,15,12,5,3,9
37,37,3,15,1,10,14,11,7
38,38,12,17,15,3,4,16,13
39,39,8,13,14,7,20,4,10
40,40,10,0,3,12,7,6,20
41,41,13,10,8,5,3,0,11
42,42,18,5,7,2,16,12,17
43,43,11,18,4,20,8,16,7
44,44,13,19,11,1,2,4,7
45,45,9,7,11,1,20,19,14
46,46,7,0,19,16,5,12,2
47,47,5,18,7,10,19,13,17
48,48,12,6,14,3,4,15,9
