,round,tube0,tube1,tube2
0,0,1,4,0
1,1,0,6,2
2,2,8,3,7
3,3,0,3,6
4,4,0,6,2
5,5,1,2,9
6,6,5,7,9
7,7,9,7,2
8,8,4,0,2
9,9,5,8,1
10,10,8,9,4
11,11,2,8,4
12,12,9,0,5
13,13,7,3,4
14,14,9,6,4
15,15,1,6,5
16,16,1,5,8
17,17,7,0,4
18,18,4,5,8
19,19,8,1,6
20,20,9,1,0
21,21,9,6,4
22,22,6,1,3
23,23,3,2,9
