,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,7,8,12,3,11,16,18
1,1,18,3,1,10,20,4,2
2,2,10,1,13,0,6,20,16
3,3,3,6,17,15,5,0,4
4,4,11,4,10,2,13,14,12
5,5,9,4,15,0,18,7,17
6,6,9,18,4,13,10,12,16
7,7,1,0,4,16,15,13,12
8,8,5,16,1,9,13,10,3
9,9,13,19,17,3,2,12,15
10,10,19,13,14,6,0,12,2
11,11,9,13,12,19,5,16,10
12,12,18,16,4,14,13,0,19
13,13,2,14,17,0,10,11,8
14,14,20,3,14,5,2,10,18
15,15,14,4,2,12,18,9,11
16,16,19,7,2,18,5,12,3
17,17,11,13,12,20,4,14,1
18,18,13,2,3,19,9,20,16
19,19,13,3,10,12,20,17,1
20,20,3,1,12,11,2,5,19
21,21,10,16,9,6,15,12,5
22,22,17,3,2,19,1,20,11
23,23,0,5,2,15,9,7,4
24,24,16,14,9,19,20,8,4
25,25,2,15,17,1,3,20,0
26,26,6,2,18,12,0,7,5
27,27,12,6,2,10,18,4,0
28,28,11,8,10,20,7,19,1
29,29,5,20,2,1,6,18,9
30,30,19,8,18,10,5,2,11
31,31,17,11,1,19,8,0,12
32,32,16,10,1,18,3,17,13
33,33,1,4,2,20,6,0,16
34,34,12,3,17,18,7,10,15
35,35,12,3,14,13,10,6,5
36,36,13,11,8,9,0,5,6
37,37,12,10,5,3,11,14,18
38,38,4,15,7,0,5,8,20
39,39,16,8,12,10,6,0,15
40,40,19,18,15,0,5,17,13
41,41,14,11,2,13,12,20,15
42,42,1,10,2,12,14,13,8
43,43,11,2,10,16,19,7,13
44,44,10,4,19,6,9,16,18
45,45,8,16,9,4,10,13,5
46,46,7,13,18,3,6,16,10
47,47,1,19,5,9,11,7,16
48,48,14,5,0,11,3,7,9
