,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,20,3,4,7,12,11,15
1,1,17,6,2,13,1,14,4
2,2,0,17,7,1,16,6,20
3,3,1,7,12,14,10,19,2
4,4,10,6,15,16,4,18,5
5,5,17,8,10,2,13,7,16
6,6,16,10,8,7,0,4,19
7,7,4,3,18,16,13,17,7
8,8,10,18,14,3,19,15,8
9,9,17,8,4,15,3,6,14
10,10,4,5,14,18,9,11,16
11,11,0,13,18,17,15,5,11
12,12,0,14,12,3,16,7,15
13,13,0,15,9,18,17,14,12
14,14,12,20,6,18,1,15,8
15,15,19,14,16,12,0,13,6
16,16,13,15,6,4,8,7,9
17,17,19,7,18,20,16,4,12
18,18,16,11,6,14,12,9,8
19,19,17,4,20,9,15,3,18
20,20,13,8,5,18,2,0,19
21,21,2,8,15,7,0,10,14
22,22,14,5,13,10,9,0,17
23,23,1,17,19,4,0,11,8
24,24,1,15,9,6,3,5,20
25,25,11,16,14,4,3,8,20
26,26,20,0,5,16,14,15,9
27,27,17,18,13,11,20,19,8
28,28,9,4,17,18,15,1,19
29,29,17,2,0,1,8,6,5
30,30,2,18,3,20,15,14,16
31,31,7,0,8,6,12,19,16
32,32,17,5,15,9,11,10,1
33,33,10,6,17,4,15,14,11
34,34,18,13,2,1,20,16,19
35,35,6,16,0,12,14,10,1
36,36,6,5,18,3,8,11,12
37,37,12,15,16,19,3,17,8
38,38,5,7,17,6,8,16,14
39,39,17,10,5,13,2,19,1
40,40,11,8,17,10,13,12,15
41,41,11,3,17,6,8,14,5
42,42,12,3,7,5,10,19,0
43,43,18,15,8,5,12,1,0
44,44,20,14,9,19,2,6,16
45,45,11,15,1,18,12,16,2
46,46,1,8,19,11,5,3,0
47,47,12,16,7,2,20,15,8
48,48,8,12,19,16,20,10,3
