,round,tube0,tube1,tube2
0,0,7,2,5
1,1,8,2,3
2,2,9,3,5
3,3,8,4,3
4,4,3,6,5
5,5,5,9,2
6,6,2,6,0
7,7,4,2,8
8,8,0,5,9
9,9,3,8,6
10,10,2,3,0
11,11,9,5,8
12,12,6,4,0
13,13,3,2,9
14,14,1,8,4
15,15,8,2,5
16,16,2,6,9
17,17,8,6,1
18,18,1,4,6
19,19,8,9,3
20,20,4,7,0
21,21,1,4,9
22,22,3,6,5
23,23,8,2,5
