,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,5,16,15,17,4,0,14
1,1,2,19,12,5,6,13,3
2,2,16,2,1,15,17,6,3
3,3,2,11,19,5,14,15,1
4,4,6,15,9,3,16,20,18
5,5,11,4,12,18,16,14,6
6,6,6,15,10,2,5,7,12
7,7,9,10,17,3,7,15,12
8,8,15,12,19,11,5,9,10
9,9,2,13,4,10,18,14,15
10,10,3,5,4,19,17,7,15
11,11,12,14,16,18,5,15,6
12,12,12,0,18,6,4,14,2
13,13,20,10,16,4,14,0,12
14,14,9,4,13,14,2,11,1
15,15,3,13,19,20,9,17,0
16,16,10,20,8,9,17,19,3
17,17,11,3,7,12,8,2,6
18,18,11,10,15,4,5,0,18
19,19,5,2,1,20,4,14,11
20,20,1,19,20,10,9,6,4
21,21,2,14,7,3,18,16,11
22,22,13,14,2,0,7,3,15
23,23,4,14,19,5,18,11,13
24,24,7,0,4,17,13,20,18
25,25,14,12,5,6,0,15,19
26,26,16,7,17,20,2,9,10
27,27,16,20,17,12,10,8,9
28,28,10,9,14,16,15,11,5
29,29,9,15,20,16,18,12,10
30,30,20,2,0,4,19,11,6
31,31,7,4,17,12,18,19,13
32,32,16,18,1,19,5,11,15
33,33,6,16,8,18,11,7,5
34,34,5,15,10,4,18,8,2
35,35,11,4,19,17,12,1,7
36,36,4,0,6,3,7,17,19
37,37,8,0,1,2,3,20,12
38,38,2,10,11,5,6,13,14
39,39,14,7,16,18,9,13,8
40,40,1,5,6,17,16,3,12
41,41,6,9,10,3,11,15,0
42,42,17,15,0,7,2,13,3
43,43,6,12,7,10,4,20,0
44,44,19,9,6,13,10,2,11
45,45,9,12,7,0,8,14,3
46,46,1,20,11,16,19,18,8
47,47,16,20,14,7,17,5,1
48,48,16,20,2,6,18,4,1
