,round,tube,sp,st,final_pop
0,0,0,6,"(0.0012716975662455379, 0.0008090891533689725, 0.0010961133300019929, 0.0017981103091741929, 0.0, 0.001664625277641753, 0.0009119639249791808, 0.0, 0.0009967762184583517, 0.0)",68
1,0,0,6,"(0.0012716975662455379, 0.0008090891533689725, 0.0010961133300019929, 0.0017981103091741929, 0.0, 0.001664625277641753, 0.0013176573476436388, 0.0, 0.0009967762184583517, 0.0)",168
2,0,0,6,"(0.0012716975662455379, 0.0005638580438759241, 0.0010961133300019929, 0.0017981103091741929, 0.0, 0.001664625277641753, 0.0013176573476436388, 0.0, 0.0009967762184583517, 0.0)",38
3,0,0,6,"(0.0012716975662455379, 0.0006952308196294661, 0.0010961133300019929, 0.0017981103091741929, 0.0, 0.001664625277641753, 0.0009119639249791808, 0.0, 0.0009967762184583517, 0.0)",2
4,0,1,6,"(0.0012716975662455379, 0.0006952308196294661, 0.0010961133300019929, 0.0017981103091741929, 0.0, 0.001664625277641753, 0.0009119639249791808, 0.0, 0.0009967762184583517, 0.0)",5
5,0,1,6,"(0.0012716975662455379, 0.0008090891533689725, 0.0010961133300019929, 0.0017981103091741929, 0.0, 0.001664625277641753, 0.0009119639249791808, 0.0, 0.0009967762184583517, 0.0)",109
6,0,1,6,"(0.0012716975662455379, 0.0008090891533689725, 0.0010961133300019929, 0.0017981103091741929, 0.0, 0.001664625277641753, 0.0013176573476436388, 0.0, 0.0009967762184583517, 0.0)",109
7,0,1,6,"(0.0012716975662455379, 0.0005638580438759241, 0.0010961133300019929, 0.0017981103091741929, 0.0, 0.001664625277641753, 0.0013176573476436388, 0.0, 0.0009967762184583517, 0.0)",46
8,0,2,6,"(0.0012716975662455379, 0.0008090891533689725, 0.0010961133300019929, 0.0017981103091741929, 0.0, 0.001664625277641753, 0.0009119639249791808, 0.0, 0.0009967762184583517, 0.0)",49
9,0,2,6,"(0.0012716975662455379, 0.0006952308196294661, 0.0010961133300019929, 0.0017981103091741929, 0.0, 0.001664625277641753, 0.0009119639249791808, 0.0, 0.0009967762184583517, 0.0)",6
10,0,2,6,"(0.0012716975662455379, 0.0008090891533689725, 0.0010961133300019929, 0.0017981103091741929, 0.0, 0.001664625277641753, 0.0013176573476436388, 0.0, 0.0009967762184583517, 0.0)",180
11,0,2,6,"(0.0012716975662455379, 0.0005638580438759241, 0.0010961133300019929, 0.0017981103091741929, 0.0, 0.001664625277641753, 0.0013176573476436388, 0.0, 0.0009967762184583517, 0.0)",36
