,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,3,18,15,5,9,2,7
1,1,5,1,6,9,20,7,18
2,2,10,17,18,20,16,13,5
3,3,14,0,5,1,16,11,4
4,4,9,14,19,7,15,10,8
5,5,12,14,10,16,5,17,6
6,6,1,0,17,18,16,8,7
7,7,2,17,7,9,16,12,10
8,8,0,2,11,3,5,15,8
9,9,17,19,14,1,4,13,11
10,10,2,5,10,20,15,19,3
11,11,0,6,10,15,2,11,4
12,12,12,6,0,7,20,4,14
13,13,13,0,7,17,2,5,8
14,14,2,13,10,0,5,11,20
15,15,1,7,18,2,3,4,16
16,16,20,0,1,17,18,7,10
17,17,3,6,13,4,9,18,11
18,18,5,7,12,15,11,18,9
19,19,16,10,15,20,0,5,9
20,20,3,7,11,2,18,8,0
21,21,6,18,16,4,5,12,7
22,22,15,12,10,6,0,14,16
23,23,3,10,12,20,14,6,1
24,24,20,9,3,2,10,6,12
25,25,14,19,13,11,5,6,10
26,26,3,9,15,0,18,19,6
27,27,4,1,3,20,10,7,8
28,28,5,0,20,12,15,11,18
29,29,8,10,13,1,15,20,5
30,30,1,15,17,3,13,7,6
31,31,3,14,18,16,13,19,10
32,32,2,12,3,1,9,16,17
33,33,0,16,18,8,12,19,1
34,34,7,20,1,14,8,5,6
35,35,13,20,6,11,7,16,1
36,36,11,16,20,9,1,12,4
37,37,13,17,0,10,16,14,3
38,38,8,5,2,20,1,9,18
39,39,5,16,19,18,4,9,7
40,40,10,17,1,4,8,7,6
41,41,9,19,16,15,6,18,8
42,42,6,15,2,19,9,0,12
43,43,6,3,20,14,1,13,11
44,44,10,15,1,7,11,12,14
45,45,15,20,13,3,19,7,11
46,46,7,0,19,2,8,17,10
47,47,6,13,14,7,2,11,15
48,48,8,7,17,12,19,2,14
