,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,1,20,2,4,0,18,10
1,1,17,1,6,9,18,13,12
2,2,10,9,4,11,0,5,6
3,3,5,16,11,2,1,13,0
4,4,12,20,3,13,15,6,4
5,5,18,1,8,15,14,6,10
6,6,5,6,4,20,19,9,2
7,7,5,6,13,8,14,4,9
8,8,16,17,7,8,12,10,0
9,9,13,17,2,15,5,16,8
10,10,1,17,12,20,3,15,19
11,11,11,5,19,4,0,18,17
12,12,14,20,5,12,13,11,18
13,13,13,15,12,6,11,8,0
14,14,17,10,3,6,19,12,16
15,15,5,17,15,13,18,11,3
16,16,3,1,0,13,4,7,15
17,17,10,6,18,9,3,1,12
18,18,4,5,18,9,0,15,12
19,19,14,12,0,4,16,6,7
20,20,3,13,10,12,9,2,1
21,21,1,7,0,20,11,2,15
22,22,11,14,20,15,9,17,5
23,23,7,17,2,0,3,4,9
24,24,7,15,17,5,2,12,0
25,25,12,20,5,18,16,17,4
26,26,8,0,15,10,6,9,2
27,27,19,7,1,13,16,18,17
28,28,8,10,2,7,12,13,17
29,29,16,0,17,7,18,2,3
30,30,7,15,13,12,4,14,10
31,31,10,8,18,12,16,15,7
32,32,5,9,0,15,13,18,20
33,33,11,1,9,3,2,0,7
34,34,12,2,20,11,13,5,1
35,35,0,12,9,13,16,18,17
36,36,3,0,12,17,8,16,14
37,37,9,19,8,13,7,18,0
38,38,6,17,11,20,8,16,18
39,39,16,19,13,17,9,20,7
40,40,16,11,0,5,6,20,2
41,41,15,0,11,7,4,6,2
42,42,11,10,19,8,1,20,4
43,43,8,14,0,9,3,2,4
44,44,12,17,3,14,4,1,20
45,45,9,8,18,12,1,13,3
46,46,16,17,1,6,7,12,0
47,47,10,19,15,2,5,18,3
48,48,1,8,14,3,11,17,16
