,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,18,1,12,6,3,9,17
1,1,1,4,9,10,7,12,8
2,2,10,16,1,5,2,0,17
3,3,6,16,2,5,15,12,9
4,4,6,4,16,5,17,11,7
5,5,11,8,17,9,4,5,18
6,6,19,1,13,0,12,20,9
7,7,5,18,2,3,4,7,20
8,8,15,6,10,5,1,12,13
9,9,19,18,11,20,9,7,10
10,10,9,17,18,11,16,15,12
11,11,12,7,18,9,8,11,4
12,12,14,15,12,6,4,18,7
13,13,17,8,0,19,7,11,10
14,14,10,3,13,12,15,2,6
15,15,0,17,15,9,19,11,7
16,16,10,6,13,17,9,11,8
17,17,0,2,14,6,17,16,8
18,18,4,0,2,9,15,3,17
19,19,2,15,8,12,17,10,1
20,20,8,18,11,1,10,19,15
21,21,6,4,8,16,18,2,3
22,22,0,14,6,1,12,7,3
23,23,3,20,19,18,8,9,16
24,24,16,8,11,3,14,0,9
25,25,18,16,6,12,0,9,13
26,26,1,8,18,9,5,2,12
27,27,8,13,6,19,18,12,17
28,28,13,0,19,8,12,2,3
29,29,19,15,16,12,4,13,3
30,30,3,4,12,11,16,0,1
31,31,4,5,7,3,0,15,17
32,32,15,5,7,14,18,2,3
33,33,5,17,20,18,10,15,4
34,34,10,0,6,4,7,16,8
35,35,2,6,19,16,15,4,8
36,36,0,10,19,20,7,13,14
37,37,20,11,8,12,1,7,4
38,38,15,5,17,13,10,3,0
39,39,7,1,17,15,16,0,10
40,40,11,2,14,13,18,20,12
41,41,17,3,0,19,9,4,15
42,42,3,0,4,18,5,9,7
43,43,9,1,19,7,6,15,13
44,44,4,6,12,16,1,9,17
45,45,11,18,20,6,14,15,19
46,46,2,16,4,0,5,6,1
47,47,3,2,5,19,14,8,18
48,48,8,20,11,2,16,19,4
