,round,tube0,tube1,tube2
0,0,1,9,7
1,1,0,6,4
2,2,0,4,1
3,3,5,0,1
4,4,8,3,9
5,5,7,2,3
6,6,8,0,3
7,7,4,9,0
8,8,0,9,3
9,9,6,1,5
10,10,7,3,0
11,11,6,3,8
12,12,9,0,5
13,13,5,6,1
14,14,7,4,2
15,15,8,1,4
16,16,9,1,2
17,17,4,6,0
18,18,9,4,1
19,19,6,8,5
20,20,1,2,0
21,21,8,0,9
22,22,6,3,8
23,23,1,0,6
