,round,tube,nut,amount
0,0.0,0.0,0.0,0.26868909093302673
1,0.0,0.0,1.0,0.2978389208926653
2,0.0,0.0,2.0,0.39170417849937156
3,0.0,0.0,3.0,350.6654754475995
4,0.0,1.0,0.0,0.41948537352501236
5,0.0,1.0,1.0,0.3331877127710243
6,0.0,1.0,2.0,0.43113072555148424
7,0.0,1.0,3.0,350.6979955993583
8,0.0,2.0,0.0,0.13365044929339087
9,0.0,2.0,1.0,0.30939369715703124
10,0.0,2.0,2.0,2.9572919656559913
11,0.0,2.0,3.0,352.7816461606191
12,0.0,3.0,0.0,0.31947100012925705
13,0.0,3.0,1.0,0.4213549241352161
14,0.0,3.0,2.0,2.1016848349324375
15,0.0,3.0,3.0,352.07591675195897
16,0.0,4.0,0.0,0.2853523367598191
17,0.0,4.0,1.0,0.917709159584791
18,0.0,4.0,2.0,0.36089773264450686
19,0.0,4.0,3.0,350.64006540362504
20,0.0,5.0,0.0,0.5555756529529869
21,0.0,5.0,1.0,0.291669841269847
22,0.0,5.0,2.0,1.426158359497451
23,0.0,5.0,3.0,351.5187230553192
24,0.0,6.0,0.0,0.44020842292820256
25,0.0,6.0,1.0,0.1737996265754635
26,0.0,6.0,2.0,1.575161907953834
27,0.0,6.0,3.0,351.6416254743894
28,0.0,7.0,0.0,0.40535990844183406
29,0.0,7.0,1.0,0.1459562625382499
30,0.0,7.0,2.0,0.6942243082447849
31,0.0,7.0,3.0,350.9150027652266
32,0.0,8.0,0.0,0.3140211376554544
33,0.0,8.0,1.0,0.45449377662968526
34,0.0,8.0,2.0,6.410805670548974
35,0.0,8.0,3.0,355.6302037488178
36,0.0,9.0,0.0,0.20210096509797648
37,0.0,9.0,1.0,0.6412977981320253
38,0.0,9.0,2.0,0.9863258049541718
39,0.0,9.0,3.0,351.15593649419515
40,1.0,0.0,0.0,0.32029888289738667
41,1.0,0.0,1.0,0.8645893298765506
42,1.0,0.0,2.0,0.4896002300335107
43,1.0,0.0,3.0,350.74622293096934
44,1.0,1.0,0.0,0.5475839337529547
45,1.0,1.0,1.0,0.5574566693548905
46,1.0,1.0,2.0,0.6119403641557074
47,1.0,1.0,3.0,350.8471325978125
48,1.0,2.0,0.0,0.3075290718063166
49,1.0,2.0,1.0,0.5103129848461717
50,1.0,2.0,2.0,0.3847556159741887
51,1.0,2.0,3.0,350.65974407306453
52,1.0,3.0,0.0,0.37139894669261325
53,1.0,3.0,1.0,0.4415474432089883
54,1.0,3.0,2.0,0.5305506951953342
55,1.0,3.0,3.0,350.7800000542821
56,1.0,4.0,0.0,0.3264392489895635
57,1.0,4.0,1.0,0.2566702705160066
58,1.0,4.0,2.0,0.7654952610739055
59,1.0,4.0,3.0,350.9737891002016
60,1.0,5.0,0.0,0.35829396394774177
61,1.0,5.0,1.0,0.3533257137594017
62,1.0,5.0,2.0,0.5070411785813622
63,1.0,5.0,3.0,350.7606087277473
64,1.0,6.0,0.0,0.3502149815842885
65,1.0,6.0,1.0,0.4040094355584311
66,1.0,6.0,2.0,0.5109395901267946
67,1.0,6.0,3.0,350.76382424989094
68,1.0,7.0,0.0,0.26868196933443467
69,1.0,7.0,1.0,0.8332176403153553
70,1.0,7.0,2.0,0.5087700593305211
71,1.0,7.0,3.0,350.7620347583929
72,1.0,8.0,0.0,0.5753933220442831
73,1.0,8.0,1.0,0.48613112915771106
74,1.0,8.0,2.0,0.3682311476731883
75,1.0,8.0,3.0,350.64611421559147
76,1.0,9.0,0.0,0.39194316618031483
77,1.0,9.0,1.0,0.10769572222366625
78,1.0,9.0,2.0,0.5167024477613386
79,1.0,9.0,3.0,350.7685776208748
80,2.0,0.0,0.0,0.5385119096631186
81,2.0,0.0,1.0,0.18795539930588728
82,2.0,0.0,2.0,0.49045019887460306
83,2.0,0.0,3.0,350.7469240097544
84,2.0,1.0,0.0,0.3680624247866641
85,2.0,1.0,1.0,0.27670752465807485
86,2.0,1.0,2.0,0.421145850249808
87,2.0,1.0,3.0,350.6897597865784
88,2.0,2.0,0.0,0.13157918316475004
89,2.0,2.0,1.0,0.6773279585641969
90,2.0,2.0,2.0,0.33419695591346843
91,2.0,2.0,3.0,350.618041833819
92,2.0,3.0,0.0,0.26167751746468126
93,2.0,3.0,1.0,0.10578560604545312
94,2.0,3.0,2.0,0.40986463372734727
95,2.0,3.0,3.0,350.68045471421175
96,2.0,4.0,0.0,0.39395250285594247
97,2.0,4.0,1.0,0.1991242940897921
98,2.0,4.0,2.0,0.5225128376961035
99,2.0,4.0,3.0,350.7733701978719
100,2.0,5.0,0.0,0.35574468748984306
101,2.0,5.0,1.0,0.6510688777242772
102,2.0,5.0,2.0,0.4760686054331572
103,2.0,5.0,3.0,350.7350616571973
104,2.0,6.0,0.0,0.57437482516372
105,2.0,6.0,1.0,0.5305768832790421
106,2.0,6.0,2.0,0.408129567761923
107,2.0,6.0,3.0,350.67902358182556
108,2.0,7.0,0.0,0.33141978397659577
109,2.0,7.0,1.0,0.5932290277067731
110,2.0,7.0,2.0,0.5436393877321333
111,2.0,7.0,3.0,350.7907959849305
112,2.0,8.0,0.0,0.44149877128677123
113,2.0,8.0,1.0,0.5715825775543234
114,2.0,8.0,2.0,0.36333466811659365
115,2.0,8.0,3.0,350.6420754582014
116,2.0,9.0,0.0,0.30825213622143405
117,2.0,9.0,1.0,0.5543806165613872
118,2.0,9.0,2.0,0.3581674042635772
119,2.0,9.0,3.0,350.6378133501245
120,3.0,0.0,0.0,0.3219295334356364
121,3.0,0.0,1.0,0.9238565540045603
122,3.0,0.0,2.0,0.3294474899481168
123,3.0,0.0,3.0,350.6141243374726
124,3.0,1.0,0.0,0.30563223625713326
125,3.0,1.0,1.0,0.24500051423597985
126,3.0,1.0,2.0,0.3318337253683522
127,3.0,1.0,3.0,350.6160925731837
128,3.0,2.0,0.0,0.38224233301903116
129,3.0,2.0,1.0,0.42824501030891743
130,3.0,2.0,2.0,0.47548707086637954
131,3.0,2.0,3.0,350.7345819907349
132,3.0,3.0,0.0,0.34054887082544066
133,3.0,3.0,1.0,0.2840195402580752
134,3.0,3.0,2.0,0.5012101751916394
135,3.0,3.0,3.0,350.7557991481769
136,3.0,4.0,0.0,0.06672583475594857
137,3.0,4.0,1.0,0.3980478786231687
138,3.0,4.0,2.0,0.5162885292778806
139,3.0,4.0,3.0,350.768236208989
140,3.0,5.0,0.0,0.4933949228577907
141,3.0,5.0,1.0,0.11834278018165062
142,3.0,5.0,2.0,0.3386980587132049
143,3.0,5.0,3.0,350.62175447306606
144,3.0,6.0,0.0,0.5762754256947127
145,3.0,6.0,1.0,0.7838945182153827
146,3.0,6.0,2.0,0.3327015630601521
147,3.0,6.0,3.0,350.6168083907122
148,3.0,7.0,0.0,0.3717778405314717
149,3.0,7.0,1.0,0.5094933744732404
150,3.0,7.0,2.0,0.42990712801223285
151,3.0,7.0,3.0,350.6969863408606
152,3.0,8.0,0.0,0.4682248556962541
153,3.0,8.0,1.0,0.6982642833010142
154,3.0,8.0,2.0,0.5098285223823474
155,3.0,8.0,3.0,350.7629078092085
156,3.0,9.0,0.0,0.421177283751273
157,3.0,9.0,1.0,0.4679869535832637
158,3.0,9.0,2.0,0.47786434777170506
159,3.0,9.0,3.0,350.7365428372093
160,4.0,0.0,0.0,0.5771299714266078
161,4.0,0.0,1.0,0.4901723425390143
162,4.0,0.0,2.0,0.40437528298425396
163,4.0,0.0,3.0,350.6759269395915
164,4.0,1.0,0.0,0.4416555330526512
165,4.0,1.0,1.0,0.5513636706454996
166,4.0,1.0,2.0,0.5084254284753581
167,4.0,1.0,3.0,350.7617504969348
168,4.0,2.0,0.0,0.08716117494851838
169,4.0,2.0,1.0,0.7065542049844669
170,4.0,2.0,2.0,0.36268052236037507
171,4.0,2.0,3.0,350.6415358999401
172,4.0,3.0,0.0,0.4862841710019911
173,4.0,3.0,1.0,0.8751635092259571
174,4.0,3.0,2.0,0.3312635808359877
175,4.0,3.0,3.0,350.6156223015525
176,4.0,4.0,0.0,0.5341304984579691
177,4.0,4.0,1.0,0.30148299585662025
178,4.0,4.0,2.0,0.4260172703262044
179,4.0,4.0,3.0,350.6937778741876
180,4.0,5.0,0.0,0.4611010834130327
181,4.0,5.0,1.0,0.5030486132058827
182,4.0,5.0,2.0,0.4878164200970939
183,4.0,5.0,3.0,350.7447515931473
184,4.0,6.0,0.0,0.44111700590712116
185,4.0,6.0,1.0,0.12330498874472051
186,4.0,6.0,2.0,0.45035846867441365
187,4.0,6.0,3.0,350.71385519577325
188,4.0,7.0,0.0,0.4677449157431686
189,4.0,7.0,1.0,0.5868221359146761
190,4.0,7.0,2.0,0.41206022488168426
191,4.0,7.0,3.0,350.682265701044
192,4.0,8.0,0.0,0.33936924017158715
193,4.0,8.0,1.0,0.8201115039012512
194,4.0,8.0,2.0,0.4994486716561287
195,4.0,8.0,3.0,350.75434620931816
196,4.0,9.0,0.0,0.41447629267822766
197,4.0,9.0,1.0,0.48417194966247257
198,4.0,9.0,2.0,0.4674623249447718
199,4.0,9.0,3.0,350.7279629491309
200,5.0,0.0,0.0,0.35768820536695284
201,5.0,0.0,1.0,0.13543640556901526
202,5.0,0.0,2.0,0.3295182999756703
203,5.0,0.0,3.0,350.61418274362256
204,5.0,1.0,0.0,0.5676269845727215
205,5.0,1.0,1.0,0.21032648758805716
206,5.0,1.0,2.0,0.5465385306310221
207,5.0,1.0,3.0,350.793187281507
208,5.0,2.0,0.0,0.39214919437904466
209,5.0,2.0,1.0,0.308564970207785
210,5.0,2.0,2.0,0.9892673475196758
211,5.0,2.0,3.0,351.15836276324035
212,5.0,3.0,0.0,0.33599517059525014
213,5.0,3.0,1.0,0.2542086783034847
214,5.0,3.0,2.0,0.4213784669729601
215,5.0,3.0,3.0,350.68995165555134
216,5.0,4.0,0.0,0.5577855257114959
217,5.0,4.0,1.0,0.5902173243450899
218,5.0,4.0,2.0,0.4410807561608179
219,5.0,4.0,3.0,350.70620267123235
220,5.0,5.0,0.0,0.5477555247790007
221,5.0,5.0,1.0,0.49013992230714204
222,5.0,5.0,2.0,0.5973815161385124
223,5.0,5.0,3.0,350.8351240405719
224,5.0,6.0,0.0,0.4656786582664178
225,5.0,6.0,1.0,0.6235705172827841
226,5.0,6.0,2.0,0.5078071087379605
227,5.0,6.0,3.0,350.761240489005
228,5.0,7.0,0.0,0.4203642949235768
229,5.0,7.0,1.0,0.45222136143353
230,5.0,7.0,2.0,0.37938034787891395
231,5.0,7.0,3.0,350.6553103970941
232,5.0,8.0,0.0,0.46741493876024715
233,5.0,8.0,1.0,0.34142903052709483
234,5.0,8.0,2.0,0.484099983123647
235,5.0,8.0,3.0,350.7416861688727
236,5.0,9.0,0.0,0.36235733457721825
237,5.0,9.0,1.0,0.4577787556599824
238,5.0,9.0,2.0,0.3311440778027954
239,5.0,9.0,3.0,350.61552373200595
240,6.0,0.0,0.0,0.5585253429614427
241,6.0,0.0,1.0,0.7345474167397161
242,6.0,0.0,2.0,0.4235353181538031
243,6.0,0.0,3.0,350.69173068853615
244,6.0,1.0,0.0,0.4490116767385665
245,6.0,1.0,1.0,0.761511923821725
246,6.0,1.0,2.0,0.3460294276036828
247,6.0,1.0,3.0,350.6278015973214
248,6.0,2.0,0.0,0.5775400750789259
249,6.0,2.0,1.0,0.49922399917357313
250,6.0,2.0,2.0,0.44165795630837545
251,6.0,2.0,3.0,350.706678762539
252,6.0,3.0,0.0,0.4945607799257263
253,6.0,3.0,1.0,0.38909112022963077
254,6.0,3.0,2.0,0.3874661102395285
255,6.0,3.0,3.0,350.6619797668131
256,6.0,4.0,0.0,0.09848057155028128
257,6.0,4.0,1.0,0.4623830041963994
258,6.0,4.0,2.0,0.3671734629454524
259,6.0,4.0,3.0,350.64524180676153
260,6.0,5.0,0.0,0.5064844889228244
261,6.0,5.0,1.0,0.5899920466543982
262,6.0,5.0,2.0,0.5376475800583523
263,6.0,5.0,3.0,350.7858537693569
264,6.0,6.0,0.0,0.4775370188924947
265,6.0,6.0,1.0,0.5176442081843358
266,6.0,6.0,2.0,0.5838346554981274
267,6.0,6.0,3.0,350.8239501996763
268,6.0,7.0,0.0,0.5092961778235903
269,6.0,7.0,1.0,0.5013360095297945
270,6.0,7.0,2.0,0.5204447589793753
271,6.0,7.0,3.0,350.7716643869739
272,6.0,8.0,0.0,0.35309642533447555
273,6.0,8.0,1.0,0.6520179972156255
274,6.0,8.0,2.0,0.4843827846929001
275,6.0,8.0,3.0,350.7419194317539
276,6.0,9.0,0.0,0.40343701976358876
277,6.0,9.0,1.0,0.1110667595400644
278,6.0,9.0,2.0,0.49458674152588067
279,6.0,9.0,3.0,350.750335949293
280,7.0,0.0,0.0,0.4559961912613912
281,7.0,0.0,1.0,0.9993765208895313
282,7.0,0.0,2.0,0.4731462918091719
283,7.0,0.0,3.0,350.73265124873734
284,7.0,1.0,0.0,0.40378445525403744
285,7.0,1.0,1.0,0.4099378709876791
286,7.0,1.0,2.0,0.3962273275832997
287,7.0,1.0,3.0,350.66920627125984
288,7.0,2.0,0.0,0.47791324632394555
289,7.0,2.0,1.0,0.3379794961613034
290,7.0,2.0,2.0,0.3362534191619089
291,7.0,2.0,3.0,350.6197380639427
292,7.0,3.0,0.0,0.5743539752196878
293,7.0,3.0,1.0,0.275883607143274
294,7.0,3.0,2.0,0.546987566808462
295,7.0,3.0,3.0,350.7935576594817
296,7.0,4.0,0.0,0.44697410798535614
297,7.0,4.0,1.0,0.30635289084882905
298,7.0,4.0,2.0,0.47590878719438867
299,7.0,4.0,3.0,350.7349298345084
300,7.0,5.0,0.0,0.5769603019913003
301,7.0,5.0,1.0,0.14778369901892596
302,7.0,5.0,2.0,0.4987587259640286
303,7.0,5.0,3.0,350.7537771222388
304,7.0,6.0,0.0,0.46736409640522997
305,7.0,6.0,1.0,0.583939489071855
306,7.0,6.0,2.0,0.5003046193940112
307,7.0,6.0,3.0,350.75505221967217
308,7.0,7.0,0.0,0.32568691203924033
309,7.0,7.0,1.0,0.3179510588144061
310,7.0,7.0,2.0,0.4771228871934262
311,7.0,7.0,3.0,350.7359312591633
312,7.0,8.0,0.0,0.3980881332247392
313,7.0,8.0,1.0,0.2725937084296195
314,7.0,8.0,2.0,0.3876013688761879
315,7.0,8.0,3.0,350.66209133203523
316,7.0,9.0,0.0,0.43238030295993796
317,7.0,9.0,1.0,0.2030379552172018
318,7.0,9.0,2.0,0.5148846470561086
319,7.0,9.0,3.0,350.7670782464895
320,8.0,0.0,0.0,0.48742518367662685
321,8.0,0.0,1.0,0.334889127000229
322,8.0,0.0,2.0,0.5025673399436467
323,8.0,0.0,3.0,350.75691857676105
324,8.0,1.0,0.0,0.3077062253554374
325,8.0,1.0,1.0,0.4160898590954729
326,8.0,1.0,2.0,0.3469406038366417
327,8.0,1.0,3.0,350.6285531617237
328,8.0,2.0,0.0,0.3383196252724719
329,8.0,2.0,1.0,0.3485502869681276
330,8.0,2.0,2.0,0.5464558374144656
331,8.0,2.0,3.0,350.7931190737609
332,8.0,3.0,0.0,0.4937438603770366
333,8.0,3.0,1.0,0.5930722525476777
334,8.0,3.0,2.0,0.5021611662533555
335,8.0,3.0,3.0,350.75658355300254
336,8.0,4.0,0.0,0.5742935465653654
337,8.0,4.0,1.0,0.7851194286172904
338,8.0,4.0,2.0,0.5450262644136653
339,8.0,4.0,3.0,350.79193992076654
340,8.0,5.0,0.0,0.40301569081919203
341,8.0,5.0,1.0,0.5357995985339765
342,8.0,5.0,2.0,0.38422445873750743
343,8.0,5.0,3.0,350.65930595927296
344,8.0,6.0,0.0,0.5120134503147606
345,8.0,6.0,1.0,0.851341706206338
346,8.0,6.0,2.0,3.9673073580884384
347,8.0,6.0,3.0,353.6147359515252
348,8.0,7.0,0.0,0.5233066090326262
349,8.0,7.0,1.0,0.27455103672509695
350,8.0,7.0,2.0,0.4604570973507901
351,8.0,7.0,3.0,350.72218483561454
352,8.0,8.0,0.0,0.3769511648561305
353,8.0,8.0,1.0,0.7526404432424783
354,8.0,8.0,2.0,0.3738234072110047
355,8.0,8.0,3.0,350.65072687235465
356,8.0,9.0,0.0,0.42087996148124457
357,8.0,9.0,1.0,0.6799793598677435
358,8.0,9.0,2.0,0.5304300708876157
359,8.0,9.0,3.0,350.77990055987743
360,9.0,0.0,0.0,0.35697598548301107
361,9.0,0.0,1.0,0.9528569656768862
362,9.0,0.0,2.0,0.5044930352311155
363,9.0,0.0,3.0,350.7585069457075
364,9.0,1.0,0.0,0.5571256876533583
365,9.0,1.0,1.0,0.5077663269243056
366,9.0,1.0,2.0,0.43839061642934896
367,9.0,1.0,3.0,350.7039837664871
368,9.0,2.0,0.0,0.5033763333254244
369,9.0,2.0,1.0,0.3573188496754731
370,9.0,2.0,2.0,0.38494671553478454
371,9.0,2.0,3.0,350.65990169748454
372,9.0,3.0,0.0,0.38127027920613393
373,9.0,3.0,1.0,0.8979891331749772
374,9.0,3.0,2.0,0.38967488040897447
375,9.0,3.0,3.0,350.66380162407864
376,9.0,4.0,0.0,0.4370093391233038
377,9.0,4.0,1.0,0.18658944970677938
378,9.0,4.0,2.0,0.3987005235295178
379,9.0,4.0,3.0,350.67124623451986
380,9.0,5.0,0.0,0.3032536244710304
381,9.0,5.0,1.0,0.9502592363961755
382,9.0,5.0,2.0,0.5687586754531012
383,9.0,5.0,3.0,350.8115150970457
384,9.0,6.0,0.0,0.4499804696234491
385,9.0,6.0,1.0,0.41081542241551006
386,9.0,6.0,2.0,0.4188445783299102
387,9.0,6.0,3.0,350.6878616312053
388,9.0,7.0,0.0,0.5446484395803592
389,9.0,7.0,1.0,0.9457867326331537
390,9.0,7.0,2.0,0.5117924358785427
391,9.0,7.0,3.0,350.764527701633
392,9.0,8.0,0.0,0.4942218899670589
393,9.0,8.0,1.0,0.5711859174207157
394,9.0,8.0,2.0,0.35380474388342154
395,9.0,8.0,3.0,350.6342149021685
396,9.0,9.0,0.0,0.5642936269770491
397,9.0,9.0,1.0,0.1409388013681433
398,9.0,9.0,2.0,0.3493498532859909
399,9.0,9.0,3.0,350.6305403800755
400,10.0,0.0,0.0,0.45374762774038485
401,10.0,0.0,1.0,0.5901709530835322
402,10.0,0.0,2.0,0.41311283349403705
403,10.0,0.0,3.0,350.6831339229512
404,10.0,1.0,0.0,0.3762119362056208
405,10.0,1.0,1.0,0.33594748968574395
406,10.0,1.0,2.0,0.37102213614802215
407,10.0,1.0,3.0,350.6484163032844
408,10.0,2.0,0.0,0.5230728145690204
409,10.0,2.0,1.0,0.5677946833538594
410,10.0,2.0,2.0,0.43918373846591374
411,10.0,2.0,3.0,350.70463795638756
412,10.0,3.0,0.0,0.37203681855177745
413,10.0,3.0,1.0,0.5107607109609025
414,10.0,3.0,2.0,0.5432817135883852
415,10.0,3.0,3.0,350.7905009649924
416,10.0,4.0,0.0,0.4181831550143245
417,10.0,4.0,1.0,0.8668461062285241
418,10.0,4.0,2.0,0.41664439422596256
419,10.0,4.0,3.0,350.6860468559753
420,10.0,5.0,0.0,0.5714365447560958
421,10.0,5.0,1.0,0.812716021958352
422,10.0,5.0,2.0,0.40612071709695785
423,10.0,5.0,3.0,350.67736662392605
424,10.0,6.0,0.0,0.5174217050206922
425,10.0,6.0,1.0,0.9602601796223391
426,10.0,6.0,2.0,0.4935490132172241
427,10.0,6.0,3.0,350.7494800010875
