,round,tube,sp,st,final_pop
0,0,0,14,"(0.0, 0.023628214836754244, 0.0, 0.0, 0.0, 0.0, 0.060715739667994116, 0.0375301220000089, 0.040962561103711076, 0.0)",253
1,0,0,14,"(0.0, 0.023628214836754244, 0.0, 0.0, 0.0, 0.0, 0.03903834139443372, 0.0375301220000089, 0.040962561103711076, 0.0)",40
2,0,0,14,"(0.0, 0.014187852304712424, 0.0, 0.0, 0.0, 0.0, 0.060715739667994116, 0.0375301220000089, 0.040962561103711076, 0.0)",21
3,0,0,14,"(0.0, 0.023628214836754244, 0.0, 0.0, 0.0, 0.0, 0.031130521721649977, 0.0375301220000089, 0.025227239313928417, 0.0)",178
4,0,0,14,"(0.0, 0.011768564870886539, 0.0, 0.0, 0.0, 0.0, 0.060715739667994116, 0.0375301220000089, 0.040962561103711076, 0.0)",3
5,0,1,14,"(0.0, 0.011768564870886539, 0.0, 0.0, 0.0, 0.0, 0.060715739667994116, 0.0375301220000089, 0.040962561103711076, 0.0)",7
6,0,1,14,"(0.0, 0.023628214836754244, 0.0, 0.0, 0.0, 0.0, 0.031130521721649977, 0.0375301220000089, 0.025227239313928417, 0.0)",101
7,0,1,14,"(0.0, 0.014187852304712424, 0.0, 0.0, 0.0, 0.0, 0.060715739667994116, 0.0375301220000089, 0.040962561103711076, 0.0)",17
8,0,1,14,"(0.0, 0.023628214836754244, 0.0, 0.0, 0.0, 0.0, 0.060715739667994116, 0.0375301220000089, 0.040962561103711076, 0.0)",363
9,0,1,14,"(0.0, 0.023628214836754244, 0.0, 0.0, 0.0, 0.0, 0.03903834139443372, 0.0375301220000089, 0.040962561103711076, 0.0)",66
10,0,2,14,"(0.0, 0.023628214836754244, 0.0, 0.0, 0.0, 0.0, 0.03903834139443372, 0.0375301220000089, 0.040962561103711076, 0.0)",98
11,0,2,14,"(0.0, 0.023628214836754244, 0.0, 0.0, 0.0, 0.0, 0.060715739667994116, 0.0375301220000089, 0.040962561103711076, 0.0)",277
12,0,2,14,"(0.0, 0.011768564870886539, 0.0, 0.0, 0.0, 0.0, 0.060715739667994116, 0.0375301220000089, 0.040962561103711076, 0.0)",8
13,0,2,14,"(0.0, 0.014187852304712424, 0.0, 0.0, 0.0, 0.0, 0.060715739667994116, 0.0375301220000089, 0.040962561103711076, 0.0)",13
14,0,2,14,"(0.0, 0.023628214836754244, 0.0, 0.0, 0.0, 0.0, 0.031130521721649977, 0.0375301220000089, 0.025227239313928417, 0.0)",74
