,round,tube,sp,st,final_pop
0,0,0,11,"(0.060425267411589316, 0.06774645847652583, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",30
1,0,0,11,"(0.09033430006888621, 0.06774645847652583, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.027337714830311142)",6
2,0,0,11,"(0.09033430006888621, 0.0904132720843421, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",24
3,0,0,11,"(0.09033430006888621, 0.06774645847652583, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",523
4,0,1,11,"(0.060425267411589316, 0.06774645847652583, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",122
5,0,1,11,"(0.09033430006888621, 0.06774645847652583, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.027337714830311142)",4
6,0,1,11,"(0.09033430006888621, 0.06774645847652583, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",483
7,0,2,11,"(0.09033430006888621, 0.0904132720843421, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",15
8,0,2,11,"(0.09033430006888621, 0.06774645847652583, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.027337714830311142)",26
9,0,2,11,"(0.060425267411589316, 0.06774645847652583, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",63
10,0,2,11,"(0.09033430006888621, 0.06774645847652583, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.01812760691895582)",520
