,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,10,4,5,3,7,16,13
1,1,8,2,6,13,20,4,17
2,2,19,11,5,18,15,1,8
3,3,4,16,17,11,20,3,7
4,4,12,4,8,7,0,1,14
5,5,7,3,12,11,18,16,6
6,6,1,17,11,16,4,20,9
7,7,9,10,16,12,2,13,3
8,8,1,15,20,6,13,14,12
9,9,15,11,13,5,18,17,14
10,10,9,17,14,3,4,20,5
11,11,17,12,14,16,11,8,18
12,12,0,12,13,19,4,20,2
13,13,17,12,10,1,15,11,4
14,14,3,0,12,14,16,2,8
15,15,14,19,1,15,6,16,9
16,16,4,3,1,14,19,2,5
17,17,16,13,6,9,14,17,15
18,18,12,11,17,16,9,6,15
19,19,1,19,3,13,2,6,5
20,20,20,9,2,8,1,16,18
21,21,10,18,13,3,8,7,12
22,22,11,9,16,4,20,2,10
23,23,7,11,9,10,16,17,20
24,24,12,18,2,17,8,7,15
25,25,14,17,9,11,2,0,15
26,26,12,18,7,10,19,3,9
27,27,6,15,0,7,8,1,13
28,28,13,7,10,5,17,6,19
29,29,5,6,17,18,3,2,16
30,30,3,8,2,6,15,13,11
31,31,17,7,1,16,8,20,14
32,32,14,12,19,3,2,10,1
33,33,15,17,2,20,9,6,12
34,34,12,11,3,16,9,5,0
35,35,20,1,10,2,19,0,12
36,36,14,11,0,17,15,19,13
37,37,6,1,7,16,17,10,14
38,38,3,4,0,2,13,16,8
39,39,11,8,13,7,1,2,15
40,40,17,13,3,4,14,19,10
41,41,12,10,16,20,18,19,9
42,42,6,20,15,5,7,18,1
43,43,7,19,15,8,13,6,1
44,44,8,12,4,0,17,7,6
45,45,13,17,12,8,19,9,18
46,46,17,16,0,8,3,19,1
47,47,10,17,1,18,12,20,8
48,48,18,2,4,12,9,15,10
