,round,tube0,tube1,tube2
0,0,4,3,9
1,1,8,2,5
2,2,5,2,6
3,3,7,6,3
4,4,7,2,4
5,5,6,2,3
6,6,2,7,3
7,7,9,3,0
8,8,7,5,1
9,9,9,6,2
10,10,3,2,8
11,11,4,6,8
12,12,4,9,8
13,13,6,8,1
14,14,6,2,0
15,15,7,5,6
16,16,9,2,4
17,17,0,2,6
18,18,5,1,8
19,19,4,9,6
20,20,7,8,3
21,21,1,6,2
22,22,7,3,6
23,23,4,8,2
