,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,10,11,14,12,18,4,15
1,1,15,10,1,9,7,16,18
2,2,7,5,15,4,12,11,0
3,3,6,2,18,20,14,9,12
4,4,18,5,8,20,14,19,7
5,5,3,15,13,9,19,18,11
6,6,15,6,2,9,1,14,17
7,7,12,7,15,3,14,18,5
8,8,9,1,4,5,19,3,6
9,9,8,18,13,11,5,10,2
10,10,10,0,4,19,7,14,18
11,11,7,0,15,4,20,3,12
12,12,9,10,11,2,0,4,6
13,13,9,13,3,20,18,14,4
14,14,20,6,18,5,7,13,19
15,15,9,13,12,20,10,1,5
16,16,2,6,10,12,8,15,4
17,17,7,20,6,18,1,12,16
18,18,16,15,20,9,0,5,6
19,19,7,1,19,14,4,6,17
20,20,4,0,5,19,18,14,6
21,21,14,19,17,6,7,11,16
22,22,3,7,12,0,17,5,16
23,23,19,11,7,8,5,1,20
24,24,18,10,6,20,4,15,11
25,25,18,15,6,19,11,7,4
26,26,16,15,20,7,5,9,10
27,27,13,2,5,8,10,7,9
28,28,1,14,18,20,11,4,19
29,29,6,20,0,11,19,13,9
30,30,16,0,17,12,14,5,2
31,31,12,2,7,17,18,16,13
32,32,5,18,20,19,10,17,9
33,33,18,8,5,20,0,17,16
34,34,16,6,19,11,18,7,9
35,35,18,13,17,11,3,14,1
36,36,10,19,20,2,7,5,18
37,37,5,3,15,4,12,9,1
38,38,1,10,3,18,7,15,5
39,39,20,0,13,5,10,12,4
40,40,3,14,4,1,18,13,19
41,41,8,7,17,19,6,18,13
42,42,17,2,1,8,5,20,14
43,43,3,9,20,8,0,2,6
44,44,16,5,10,20,15,3,11
45,45,4,14,3,13,7,5,1
46,46,20,15,6,14,18,0,9
47,47,13,14,5,8,10,0,6
48,48,12,16,11,4,9,5,6
