,round,tube,sp_div_H,tot_pop_0,tot_final_pop,tot_auc,mean_fc,deg_score,nut_score
0,0.0,0.0,-0.0,10.0,76.0,6399.0,7.599992400007601,0.2066505056811987,0.29267915298889824
1,0.0,1.0,-0.0,10.0,85.0,7945.0,8.4999915000085,0.2077162640285013,0.29289317641511114
2,0.0,2.0,-0.0,10.0,80.0,7092.0,7.9999920000080005,0.20430799379451503,0.29289317822334815
