,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,18,3,15,4,20,19,1
1,1,3,1,5,0,19,6,9
2,2,14,20,17,0,9,16,5
3,3,15,4,12,0,9,17,16
4,4,8,19,14,12,0,2,5
5,5,6,4,2,7,5,8,19
6,6,20,12,11,2,17,13,1
7,7,18,7,11,1,13,0,3
8,8,11,3,10,20,7,14,5
9,9,15,4,20,13,9,2,7
10,10,20,2,19,16,11,17,14
11,11,2,5,10,18,7,15,11
12,12,2,16,14,4,12,3,20
13,13,14,15,0,12,1,10,11
14,14,2,8,9,6,19,15,0
15,15,9,5,10,11,19,7,12
16,16,14,6,2,19,7,13,20
17,17,1,2,17,14,19,13,9
18,18,15,6,17,16,11,10,3
19,19,1,20,15,9,0,12,2
20,20,11,6,5,4,3,16,8
21,21,1,14,2,9,11,19,6
22,22,11,4,18,17,19,3,9
23,23,4,14,16,5,3,20,18
24,24,9,0,6,17,7,5,2
25,25,20,9,12,5,15,0,13
26,26,9,10,13,2,14,7,0
27,27,5,11,12,9,17,7,8
28,28,14,8,9,7,19,5,16
29,29,0,14,12,9,5,13,15
30,30,15,4,1,16,17,13,12
31,31,16,6,2,19,3,10,5
32,32,15,17,13,20,2,12,10
33,33,15,16,12,0,8,20,14
34,34,19,5,9,13,1,16,20
35,35,14,10,15,1,16,3,19
36,36,8,5,16,3,12,6,7
37,37,4,1,2,18,8,9,14
38,38,5,0,11,8,13,20,6
39,39,13,0,9,3,15,8,19
40,40,6,19,17,8,2,13,16
41,41,9,18,12,14,20,8,10
42,42,13,5,20,17,7,16,11
43,43,19,13,4,17,9,7,1
44,44,1,5,14,3,9,0,4
45,45,1,8,9,19,11,0,13
46,46,11,1,17,13,0,8,4
47,47,18,17,2,12,11,10,0
48,48,2,12,6,5,17,0,16
