,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,15,18,17,2,14,6,11
1,1,2,3,16,17,18,0,4
2,2,5,12,2,20,1,0,16
3,3,15,7,4,3,14,0,6
4,4,9,4,16,3,18,2,15
5,5,16,13,8,19,12,20,0
6,6,20,15,8,16,17,3,14
7,7,11,14,2,18,15,5,17
8,8,12,11,3,2,8,20,16
9,9,18,20,11,13,6,10,9
10,10,10,7,2,14,9,12,20
11,11,4,19,2,8,20,17,9
12,12,7,5,20,16,8,17,2
13,13,15,6,18,4,9,16,20
14,14,11,19,12,16,0,1,4
15,15,7,4,13,12,10,9,19
16,16,0,4,14,3,16,12,13
17,17,11,15,0,16,12,1,9
18,18,18,8,20,17,1,2,3
19,19,18,1,13,3,9,10,14
20,20,1,8,20,16,15,2,7
21,21,7,2,12,16,17,14,8
22,22,8,10,20,18,17,0,16
23,23,4,19,0,16,17,8,18
24,24,14,11,2,20,5,6,15
25,25,17,12,16,5,20,4,0
26,26,9,3,4,10,0,5,20
27,27,13,3,4,18,6,7,8
28,28,11,2,18,17,10,7,15
29,29,14,15,8,9,5,19,13
30,30,12,7,17,3,4,14,1
31,31,17,11,18,1,19,0,9
32,32,12,2,19,9,14,0,20
33,33,2,14,20,10,15,17,3
34,34,6,15,5,4,17,13,18
35,35,11,19,6,0,20,9,12
36,36,3,5,6,10,16,20,8
37,37,16,11,12,9,13,1,0
38,38,1,13,8,19,16,17,5
39,39,1,3,4,20,14,9,17
40,40,4,19,0,13,2,11,12
41,41,7,4,2,20,5,14,13
42,42,17,18,12,6,8,9,16
43,43,16,18,1,7,5,12,4
44,44,1,2,7,18,4,0,12
45,45,12,14,0,8,11,9,2
46,46,14,18,20,0,16,9,17
47,47,1,18,7,17,14,0,2
48,48,1,10,7,9,3,19,12
