,round,tube0,tube1,tube2
0,0,9,4,5
1,1,2,3,0
2,2,4,3,9
3,3,5,3,0
4,4,4,6,8
5,5,8,6,5
6,6,2,6,9
7,7,4,7,9
8,8,7,4,8
9,9,2,8,9
10,10,8,6,4
11,11,5,9,6
12,12,0,2,6
13,13,3,1,0
14,14,3,6,2
15,15,7,4,3
16,16,2,3,0
17,17,6,7,2
18,18,6,7,1
19,19,9,2,1
20,20,7,2,8
21,21,1,4,3
22,22,3,8,5
23,23,9,6,5
