,round,tube,sp,st,final_pop
0,0,0,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.04516112529292858, 0.0)",82
1,0,0,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.039786301809772585, 0.0, 0.03683897489672214, 0.0, 0.06429858558493, 0.0)",37
2,0,0,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.06271142003324356, 0.0)",1
3,0,0,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.07098281781122052, 0.0)",125
4,0,0,0,"(0.0, 0.0, 0.0, 0.03193347512072203, 0.06667841969030285, 0.0, 0.03550828636207553, 0.0, 0.05180522698399812, 0.0)",14
5,0,0,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.0518346392355688, 0.0)",74
6,0,1,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.07098281781122052, 0.0)",86
7,0,1,0,"(0.0, 0.0, 0.0, 0.03193347512072203, 0.06667841969030285, 0.0, 0.03550828636207553, 0.0, 0.05180522698399812, 0.0)",34
8,0,1,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.039786301809772585, 0.0, 0.03683897489672214, 0.0, 0.06429858558493, 0.0)",16
9,0,1,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.0518346392355688, 0.0)",57
10,0,1,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.04516112529292858, 0.0)",91
11,0,1,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.06271142003324356, 0.0)",9
12,0,2,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.0518346392355688, 0.0)",18
13,0,2,0,"(0.0, 0.0, 0.0, 0.03193347512072203, 0.06667841969030285, 0.0, 0.03550828636207553, 0.0, 0.05180522698399812, 0.0)",53
14,0,2,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.039786301809772585, 0.0, 0.03683897489672214, 0.0, 0.06429858558493, 0.0)",22
15,0,2,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.04516112529292858, 0.0)",106
16,0,2,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.06271142003324356, 0.0)",7
17,0,2,0,"(0.0, 0.0, 0.0, 0.06373288382390217, 0.04356372842177486, 0.0, 0.03683897489672214, 0.0, 0.07098281781122052, 0.0)",92
