,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,0,19,5,8,3,6,7
1,1,1,10,15,11,16,8,12
2,2,16,2,19,8,5,14,7
3,3,6,11,16,2,9,10,20
4,4,13,16,8,0,19,20,3
5,5,0,15,14,10,8,11,1
6,6,14,18,1,12,10,17,9
7,7,8,4,20,15,2,7,1
8,8,4,10,0,1,13,3,8
9,9,18,13,15,4,17,2,11
10,10,8,9,18,16,13,10,20
11,11,12,19,10,17,1,6,16
12,12,15,4,19,13,11,6,14
13,13,10,14,4,7,3,17,15
14,14,20,4,17,9,19,11,7
15,15,9,2,7,15,16,18,4
16,16,14,3,7,1,6,17,12
17,17,12,0,5,14,19,18,15
18,18,19,16,0,12,6,14,4
19,19,13,9,10,6,15,12,4
20,20,10,16,6,13,12,17,20
21,21,15,13,2,7,18,8,17
22,22,19,18,10,2,13,4,15
23,23,2,7,4,3,18,10,1
24,24,19,1,8,17,9,7,16
25,25,0,16,8,4,12,3,7
26,26,10,11,18,15,16,5,4
27,27,1,11,10,0,2,18,7
28,28,12,17,18,14,6,7,4
29,29,6,17,20,2,16,10,8
30,30,11,12,20,7,17,10,19
31,31,6,9,4,12,2,16,0
32,32,0,9,11,5,3,7,1
33,33,9,8,3,2,13,5,19
34,34,9,7,18,19,6,1,0
35,35,1,16,4,3,9,11,14
36,36,8,18,11,9,17,12,19
37,37,9,7,3,8,10,0,15
38,38,18,5,13,2,1,3,11
39,39,15,19,14,12,9,1,16
40,40,9,8,7,2,5,14,4
41,41,10,4,6,3,9,0,1
42,42,20,4,17,12,2,10,18
43,43,2,4,11,16,13,6,17
44,44,17,12,16,15,5,0,13
45,45,1,6,9,17,8,4,19
46,46,14,18,2,5,1,19,11
47,47,11,16,10,9,2,15,14
48,48,12,16,18,20,13,11,5
