,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,13,20,14,1,2,4,16
1,1,18,8,17,11,14,5,16
2,2,17,20,7,12,2,1,19
3,3,13,7,11,16,8,0,20
4,4,15,13,5,12,7,4,9
5,5,20,14,15,13,7,5,17
6,6,6,12,2,4,10,20,15
7,7,13,0,10,19,7,17,8
8,8,0,15,13,12,17,7,1
9,9,20,6,9,2,18,14,13
10,10,15,11,13,8,3,0,12
11,11,2,3,15,9,0,18,19
12,12,16,14,9,19,3,1,17
13,13,8,10,15,16,7,6,4
14,14,12,18,9,4,1,17,14
15,15,5,9,6,2,18,1,11
16,16,5,7,9,6,11,18,16
17,17,2,13,16,1,4,9,11
18,18,16,13,6,19,3,0,4
19,19,9,15,19,6,12,3,4
20,20,5,17,8,3,16,6,1
21,21,16,0,12,20,1,15,3
22,22,17,10,13,19,7,2,14
23,23,15,5,10,14,6,12,7
24,24,18,12,1,6,13,16,11
25,25,9,4,15,17,10,2,3
26,26,10,2,6,11,18,20,15
27,27,8,11,13,16,2,9,14
28,28,5,15,12,10,13,0,18
29,29,10,20,14,6,5,12,13
30,30,10,12,15,18,2,11,13
31,31,5,16,13,3,2,7,1
32,32,12,15,9,6,7,19,10
33,33,10,16,5,9,12,11,2
34,34,1,4,8,6,19,5,11
35,35,5,10,0,3,20,8,18
36,36,4,10,20,12,9,19,1
37,37,5,2,9,13,18,14,11
38,38,20,1,10,0,16,13,7
39,39,13,14,7,1,5,10,11
40,40,6,13,0,18,20,2,3
41,41,18,10,12,15,3,14,11
42,42,11,19,18,16,5,3,8
43,43,7,16,11,12,10,14,8
44,44,12,4,18,16,1,15,5
45,45,4,20,0,14,1,9,10
46,46,19,17,12,11,6,1,10
47,47,7,16,5,14,0,17,15
48,48,13,5,8,3,12,1,10
